user_id,total_views,unique_channels,last_view_date
809111,1,1,2016-02-19T17:41:00.000Z
926209,1,1,2016-03-30T15:39:00.000Z
892643,5,3,2016-03-13T12:10:00.000Z
820543,2,1,2016-02-25T15:19:00.000Z
930171,3,3,2016-03-30T07:19:00.000Z
860648,1,1,2016-03-10T12:03:00.000Z
867373,1,1,2016-03-17T18:10:00.000Z
802455,3,3,2016-03-06T09:13:00.000Z
820544,3,2,2016-03-30T10:19:00.000Z
820545,1,1,2016-02-27T15:58:00.000Z
930176,2,2,2016-03-29T08:39:00.000Z
576231,2,1,2016-01-03T21:27:00.000Z
809116,2,2,2016-02-22T19:55:00.000Z
796033,1,1,2016-02-12T00:17:00.000Z
809117,4,3,2016-03-06T09:55:00.000Z
2285790,10,1,2016-03-25T13:44:00.000Z
190586,1,1,2016-01-17T17:07:00.000Z
831888,2,2,2016-03-01T21:59:00.000Z
771974,5,2,2016-02-10T09:24:00.000Z
536151,1,1,2016-01-11T14:15:00.000Z
866335,1,1,2016-03-20T12:50:00.000Z
771978,1,1,2016-02-05T03:06:00.000Z
809123,1,1,2016-02-03T20:19:00.000Z
820562,4,2,2016-02-04T13:57:00.000Z
809125,1,1,2016-03-19T17:50:00.000Z
788827,2,2,2016-03-10T14:27:00.000Z
820565,3,1,2016-03-02T05:52:00.000Z
820566,3,3,2016-02-26T13:17:00.000Z
809127,2,1,2016-03-18T10:53:00.000Z
820568,4,2,2016-03-29T11:58:00.000Z
819402,1,1,2016-03-06T13:26:00.000Z
793729,2,2,2016-01-14T15:12:00.000Z
892659,2,2,2016-03-21T17:56:00.000Z
870025,2,1,2016-03-17T22:55:00.000Z
930191,1,1,2016-03-31T14:57:00.000Z
892661,3,2,2016-03-12T17:30:00.000Z
809128,11,6,2016-03-27T20:20:00.000Z
866344,1,1,2016-03-12T14:42:00.000Z
866345,4,3,2016-03-13T11:25:00.000Z
820573,3,3,2016-03-02T10:04:00.000Z
865452,2,2,2016-03-23T14:44:00.000Z
904463,1,1,2016-03-11T07:18:00.000Z
809133,2,1,2016-03-11T08:51:00.000Z
2420497,1,1,2016-01-10T19:58:00.000Z
939807,5,4,2016-03-30T19:30:00.000Z
596302,1,1,2016-01-03T19:56:00.000Z
820580,4,3,2016-03-29T14:58:00.000Z
771985,3,3,2016-02-04T16:32:00.000Z
809139,6,5,2016-02-21T20:43:00.000Z
727203,1,1,2016-01-18T17:02:00.000Z
831909,4,2,2016-01-22T18:24:00.000Z
856641,5,4,2016-03-10T12:02:00.000Z
763446,1,1,2016-02-09T20:27:00.000Z
820583,1,1,2016-01-03T09:17:00.000Z
809143,2,2,2016-02-18T13:42:00.000Z
904480,1,1,2016-03-24T14:21:00.000Z
809147,3,2,2016-02-24T16:58:00.000Z
850897,2,2,2016-01-04T12:21:00.000Z
901312,1,1,2016-03-25T21:19:00.000Z
788844,4,3,2016-02-17T16:57:00.000Z
831913,1,1,2016-03-06T09:58:00.000Z
764531,2,2,2016-01-19T19:20:00.000Z
919359,1,1,2016-03-29T09:31:00.000Z
850900,2,2,2016-03-05T14:31:00.000Z
904484,2,2,2016-03-26T20:04:00.000Z
2414971,15,8,2016-02-03T18:24:00.000Z
82389,1,1,2016-01-08T11:33:00.000Z
830954,1,1,2016-03-04T03:43:00.000Z
791470,1,1,2016-02-14T15:09:00.000Z
838360,1,1,2016-03-01T19:12:00.000Z
809148,3,2,2016-03-13T13:17:00.000Z
850903,1,1,2016-03-08T21:50:00.000Z
601176,1,1,2016-01-02T17:26:00.000Z
802478,3,3,2016-03-23T12:37:00.000Z
1108443,6,3,2016-03-20T11:56:00.000Z
939819,2,1,2016-03-31T12:29:00.000Z
809151,2,2,2016-02-19T15:13:00.000Z
809152,4,2,2016-03-27T13:07:00.000Z
779576,5,4,2016-01-26T21:35:00.000Z
786241,1,1,2016-02-11T19:47:00.000Z
1106456,2,2,2016-01-13T14:05:00.000Z
809156,2,2,2016-03-02T17:49:00.000Z
919367,1,1,2016-03-25T13:46:00.000Z
2429528,8,8,2016-03-31T21:47:00.000Z
894398,1,1,2016-03-23T08:51:00.000Z
895427,1,1,2016-03-30T14:41:00.000Z
866372,3,2,2016-03-19T19:47:00.000Z
892687,2,1,2016-03-23T13:19:00.000Z
933291,1,1,2016-03-22T20:49:00.000Z
924886,1,1,2016-03-30T06:28:00.000Z
788854,4,3,2016-02-16T20:19:00.000Z
809162,1,1,2016-03-06T11:25:00.000Z
131449,1,1,2016-01-15T15:55:00.000Z
2203543,1,1,2016-02-21T04:34:00.000Z
820601,3,3,2016-03-23T08:19:00.000Z
178022,1,1,2016-03-29T12:51:00.000Z
803703,1,1,2016-03-05T15:33:00.000Z
820603,2,2,2016-03-06T14:15:00.000Z
820605,1,1,2016-03-06T11:56:00.000Z
866377,1,1,2016-03-13T11:43:00.000Z
2203546,1,1,2016-03-25T16:40:00.000Z
809165,3,3,2016-03-03T10:44:00.000Z
772000,1,1,2016-01-24T19:00:00.000Z
919378,2,2,2016-03-30T15:07:00.000Z
788856,2,2,2016-01-16T17:28:00.000Z
904526,1,1,2016-03-26T15:20:00.000Z
211993,1,1,2016-02-24T06:08:00.000Z
788857,3,3,2016-02-13T10:20:00.000Z
820607,2,2,2016-03-20T17:02:00.000Z
779588,1,1,2016-02-26T11:24:00.000Z
802485,3,2,2016-02-21T14:16:00.000Z
788858,2,1,2016-02-09T16:05:00.000Z
866380,1,1,2016-03-13T20:23:00.000Z
809166,2,1,2016-02-24T13:53:00.000Z
791480,2,2,2016-02-14T08:42:00.000Z
820609,1,1,2016-02-25T17:16:00.000Z
732996,2,1,2016-01-20T08:53:00.000Z
939833,2,1,2016-03-29T09:10:00.000Z
820610,1,1,2016-03-05T08:52:00.000Z
859548,2,1,2016-03-12T18:27:00.000Z
793752,1,1,2016-02-24T09:05:00.000Z
773728,1,1,2016-02-06T16:28:00.000Z
904542,1,1,2016-03-29T09:13:00.000Z
601098,1,1,2016-01-07T06:59:00.000Z
45769,1,1,2016-03-12T11:28:00.000Z
585831,1,1,2016-01-02T09:43:00.000Z
904546,1,1,2016-03-23T16:43:00.000Z
610413,1,1,2016-01-13T20:19:00.000Z
866381,1,1,2016-03-13T13:42:00.000Z
2368726,1,1,2016-03-30T09:33:00.000Z
939838,1,1,2016-03-02T08:49:00.000Z
820615,1,1,2016-02-24T11:52:00.000Z
820616,2,2,2016-02-19T14:37:00.000Z
304977,1,1,2016-01-06T03:41:00.000Z
366496,1,1,2016-01-02T15:11:00.000Z
480591,1,1,2016-03-26T05:17:00.000Z
552589,1,1,2016-01-16T05:33:00.000Z
809169,3,3,2016-03-21T00:03:00.000Z
892698,2,2,2016-03-24T09:56:00.000Z
779592,3,2,2016-02-08T04:52:00.000Z
820619,2,2,2016-03-24T10:59:00.000Z
2090685,3,3,2016-03-19T14:52:00.000Z
924896,1,1,2016-03-30T10:23:00.000Z
739893,1,1,2016-01-15T20:05:00.000Z
892702,2,1,2016-03-22T06:05:00.000Z
