user_id,total_views,unique_channels,last_view_date
833923,1,1,2016-03-30T15:43:00.000Z
943214,1,1,2016-03-28T18:46:00.000Z
817449,1,1,2016-01-09T17:21:00.000Z
749945,2,2,2016-01-28T21:27:00.000Z
819426,1,1,2016-03-16T21:43:00.000Z
866389,1,1,2016-01-26T18:57:00.000Z
930241,3,2,2016-03-27T10:16:00.000Z
809172,1,1,2016-03-16T19:12:00.000Z
2368744,10,4,2016-03-04T09:18:00.000Z
809173,3,3,2016-02-19T13:39:00.000Z
939846,3,3,2016-03-08T15:29:00.000Z
866393,1,1,2016-03-10T15:10:00.000Z
608113,1,1,2016-01-08T20:35:00.000Z
924899,1,1,2016-03-29T22:57:00.000Z
892706,3,2,2016-03-19T08:45:00.000Z
866394,2,2,2016-03-13T13:46:00.000Z
820627,14,5,2016-03-11T06:00:00.000Z
809176,2,2,2016-02-19T12:54:00.000Z
809177,2,2,2016-03-18T16:48:00.000Z
1998924,3,3,2016-03-23T07:12:00.000Z
333816,1,1,2016-02-13T20:01:00.000Z
809183,1,1,2016-02-08T21:32:00.000Z
788877,4,3,2016-01-10T15:38:00.000Z
809185,3,2,2016-03-19T09:00:00.000Z
786270,1,1,2016-02-10T04:20:00.000Z
892715,1,1,2016-03-19T14:11:00.000Z
791497,2,2,2016-01-19T18:21:00.000Z
745315,1,1,2016-01-16T17:16:00.000Z
926319,2,2,2016-03-30T19:52:00.000Z
559573,1,1,2016-01-06T04:15:00.000Z
83865,1,1,2016-01-18T18:23:00.000Z
809188,1,1,2016-02-21T19:08:00.000Z
652906,3,2,2016-01-19T07:07:00.000Z
2393200,3,3,2016-03-29T17:03:00.000Z
894417,2,2,2016-03-28T10:23:00.000Z
803732,5,5,2016-02-13T22:38:00.000Z
941006,5,5,2016-03-12T18:33:00.000Z
939866,1,1,2016-01-16T05:11:00.000Z
2285914,3,2,2016-03-30T13:22:00.000Z
866405,1,1,2016-03-15T12:34:00.000Z
939867,1,1,2016-03-31T21:10:00.000Z
2285918,1,1,2016-01-06T11:03:00.000Z
820639,1,1,2016-02-24T14:30:00.000Z
820641,5,4,2016-03-02T11:49:00.000Z
772028,3,3,2016-02-07T21:04:00.000Z
2059372,1,1,2016-01-19T16:26:00.000Z
772030,2,2,2016-03-05T21:37:00.000Z
325546,2,2,2016-01-13T19:22:00.000Z
831969,2,1,2016-03-08T09:48:00.000Z
809192,1,1,2016-02-14T17:17:00.000Z
772034,1,1,2016-02-01T11:39:00.000Z
892729,1,1,2016-03-20T07:28:00.000Z
788891,4,3,2016-03-11T12:11:00.000Z
788893,6,4,2016-03-06T04:50:00.000Z
892732,1,1,2016-03-20T07:41:00.000Z
772042,2,1,2016-02-05T10:10:00.000Z
809198,4,2,2016-02-11T17:47:00.000Z
809199,2,2,2016-03-05T11:09:00.000Z
866417,1,1,2016-03-03T07:47:00.000Z
939878,3,3,2016-03-03T21:43:00.000Z
2203596,8,3,2016-02-19T17:03:00.000Z
808093,1,1,2016-03-27T16:31:00.000Z
820653,4,3,2016-03-20T14:16:00.000Z
820654,1,1,2016-02-26T06:21:00.000Z
810268,6,5,2016-02-18T09:58:00.000Z
809204,7,4,2016-03-29T17:00:00.000Z
615122,1,1,2016-01-10T14:01:00.000Z
809207,1,1,2016-03-02T11:09:00.000Z
772052,2,1,2016-03-26T14:38:00.000Z
866427,1,1,2016-03-07T14:37:00.000Z
880514,5,3,2016-03-29T14:44:00.000Z
865482,2,2,2016-03-24T21:50:00.000Z
803748,1,1,2016-02-19T16:33:00.000Z
772054,3,3,2016-03-24T16:46:00.000Z
809209,4,2,2016-02-23T07:31:00.000Z
779618,2,2,2016-01-25T18:21:00.000Z
2368806,2,2,2016-03-29T08:15:00.000Z
887130,1,1,2016-03-20T16:34:00.000Z
820659,1,1,2016-03-12T17:11:00.000Z
2393231,1,1,2016-02-20T16:46:00.000Z
865485,7,3,2016-03-13T15:25:00.000Z
820661,2,2,2016-02-21T11:39:00.000Z
788911,1,1,2016-02-12T21:09:00.000Z
2360014,1,1,2016-01-16T14:15:00.000Z
921254,1,1,2016-03-29T15:57:00.000Z
1108688,4,2,2016-03-24T11:47:00.000Z
893861,7,4,2016-03-25T06:52:00.000Z
803754,2,2,2016-02-21T12:16:00.000Z
930290,1,1,2016-03-30T19:23:00.000Z
809216,3,3,2016-03-11T10:49:00.000Z
2203607,12,7,2016-03-24T19:57:00.000Z
820665,1,1,2016-03-02T16:42:00.000Z
809218,2,2,2016-02-24T08:56:00.000Z
892747,2,2,2016-03-10T21:30:00.000Z
2285956,3,1,2016-03-20T16:44:00.000Z
808103,1,1,2016-02-23T11:14:00.000Z
159156,1,1,2016-03-06T10:17:00.000Z
832005,2,2,2016-03-03T07:55:00.000Z
809222,1,1,2016-02-12T11:09:00.000Z
115518,2,2,2016-03-05T17:41:00.000Z
898831,1,1,2016-03-23T10:07:00.000Z
2090745,5,2,2016-03-28T12:29:00.000Z
788922,2,1,2016-03-05T16:03:00.000Z
809226,5,5,2016-02-05T20:16:00.000Z
2021277,2,2,2016-02-01T17:59:00.000Z
772068,3,3,2016-03-01T19:44:00.000Z
703886,2,2,2016-03-26T14:57:00.000Z
809228,3,2,2016-02-27T13:50:00.000Z
474745,2,1,2016-01-21T11:33:00.000Z
936702,1,1,2016-03-30T16:24:00.000Z
159026,1,1,2016-03-06T12:58:00.000Z
930307,1,1,2016-03-29T12:42:00.000Z
809229,4,3,2016-02-19T15:44:00.000Z
809230,9,2,2016-03-24T23:12:00.000Z
18072,1,1,2016-01-16T17:09:00.000Z
809231,16,8,2016-03-30T15:57:00.000Z
638935,1,1,2016-01-21T12:47:00.000Z
820685,4,2,2016-03-02T05:13:00.000Z
788930,3,3,2016-02-07T02:03:00.000Z
2203620,3,2,2016-03-29T14:29:00.000Z
930312,1,1,2016-03-31T10:10:00.000Z
71491,2,2,2016-03-26T07:02:00.000Z
859641,3,1,2016-03-11T08:00:00.000Z
832021,3,3,2016-03-11T10:25:00.000Z
939912,2,2,2016-03-29T21:26:00.000Z
69889,1,1,2016-03-06T17:54:00.000Z
788936,5,5,2016-03-20T13:24:00.000Z
820693,3,3,2016-03-02T05:11:00.000Z
820695,2,2,2016-03-07T19:45:00.000Z
771123,1,1,2016-03-26T21:22:00.000Z
792875,1,1,2016-03-24T15:10:00.000Z
720995,1,1,2016-01-16T09:23:00.000Z
85945,1,1,2016-01-02T01:18:00.000Z
2203633,1,1,2016-02-16T16:29:00.000Z
894435,1,1,2016-03-23T16:08:00.000Z
788941,2,1,2016-02-19T17:11:00.000Z
939922,3,1,2016-03-31T19:01:00.000Z
2285984,1,1,2016-01-15T10:11:00.000Z
819466,1,1,2016-03-02T08:40:00.000Z
621470,2,2,2016-01-22T13:45:00.000Z
892770,5,3,2016-03-24T16:26:00.000Z
939925,2,2,2016-03-29T18:36:00.000Z
788942,1,1,2016-02-11T04:31:00.000Z
790685,1,1,2016-02-14T07:36:00.000Z
2368852,16,10,2016-03-23T06:07:00.000Z
939928,1,1,2016-03-28T20:27:00.000Z
869202,1,1,2016-03-13T06:28:00.000Z
779642,4,2,2016-01-27T21:50:00.000Z
730056,1,1,2016-01-22T00:15:00.000Z
832036,1,1,2016-01-28T16:35:00.000Z
809245,2,1,2016-03-24T17:24:00.000Z
788945,1,1,2016-02-14T01:31:00.000Z
764656,1,1,2016-01-05T09:03:00.000Z
809247,3,2,2016-03-13T20:35:00.000Z
163109,2,2,2016-03-31T11:41:00.000Z
872104,1,1,2016-03-19T18:08:00.000Z
832040,1,1,2016-03-01T15:33:00.000Z
1106652,2,2,2016-03-09T09:33:00.000Z
809249,3,2,2016-02-28T21:15:00.000Z
924949,1,1,2016-03-30T11:40:00.000Z
641735,2,2,2016-01-31T08:29:00.000Z
788947,1,1,2016-02-10T21:11:00.000Z
809251,2,1,2016-03-29T07:24:00.000Z
635874,2,2,2016-01-19T21:27:00.000Z
892783,1,1,2016-03-27T14:54:00.000Z
432435,1,1,2016-01-05T20:18:00.000Z
788949,5,3,2016-03-24T10:47:00.000Z
820713,1,1,2016-01-14T10:41:00.000Z
777290,1,1,2016-01-31T18:58:00.000Z
733756,1,1,2016-01-23T16:49:00.000Z
772088,3,2,2016-02-04T18:25:00.000Z
892787,1,1,2016-03-15T15:34:00.000Z
802532,1,1,2016-03-14T10:12:00.000Z
788951,1,1,2016-02-07T12:52:00.000Z
772091,1,1,2016-01-30T05:39:00.000Z
939941,3,2,2016-03-10T22:01:00.000Z
1703706,2,2,2016-03-10T15:03:00.000Z
894447,1,1,2016-03-25T19:26:00.000Z
820717,1,1,2016-02-25T09:03:00.000Z
866478,1,1,2016-03-11T16:58:00.000Z
788954,2,2,2016-01-21T20:52:00.000Z
787846,3,2,2016-03-25T21:50:00.000Z
2011067,1,1,2016-03-12T18:32:00.000Z
772098,1,1,2016-03-19T19:04:00.000Z
788958,3,1,2016-01-31T20:12:00.000Z
809264,15,5,2016-03-28T22:58:00.000Z
264705,1,1,2016-03-28T19:32:00.000Z
820728,3,2,2016-03-16T08:20:00.000Z
809266,3,3,2016-01-09T21:57:00.000Z
772101,3,2,2016-03-24T10:00:00.000Z
772102,2,2,2016-01-14T05:03:00.000Z
803807,1,1,2016-02-16T18:21:00.000Z
788959,1,1,2016-03-02T09:49:00.000Z
786343,3,3,2016-01-14T07:25:00.000Z
2203664,3,1,2016-02-06T16:00:00.000Z
788961,3,3,2016-03-20T12:37:00.000Z
820737,1,1,2016-03-18T06:35:00.000Z
779656,6,2,2016-02-09T19:34:00.000Z
2426146,2,2,2016-03-10T10:17:00.000Z
2286975,8,4,2016-03-24T14:29:00.000Z
206207,1,1,2016-03-30T13:18:00.000Z
1376155,1,1,2016-03-22T06:25:00.000Z
788969,4,3,2016-03-19T04:58:00.000Z
2203670,5,3,2016-03-22T20:16:00.000Z
2203672,1,1,2016-03-26T14:17:00.000Z
1373,1,1,2016-02-28T10:38:00.000Z
820745,1,1,2016-03-23T06:54:00.000Z
803815,3,2,2016-02-19T17:22:00.000Z
772117,2,1,2016-02-05T09:46:00.000Z
919490,1,1,2016-03-28T18:16:00.000Z
820747,3,3,2016-03-04T10:57:00.000Z
2368907,2,2,2016-03-22T13:16:00.000Z
624257,4,4,2016-01-12T10:07:00.000Z
788978,8,6,2016-03-25T14:11:00.000Z
894457,1,1,2016-03-25T10:19:00.000Z
930367,2,2,2016-03-30T10:17:00.000Z
820751,3,3,2016-03-31T12:49:00.000Z
2420731,1,1,2016-03-22T17:26:00.000Z
2203679,1,1,2016-03-04T11:42:00.000Z
919495,1,1,2016-03-29T12:20:00.000Z
629727,1,1,2016-01-15T07:47:00.000Z
869239,2,2,2016-03-26T04:45:00.000Z
809278,1,1,2016-03-07T20:23:00.000Z
2090790,5,3,2016-03-24T09:20:00.000Z
791575,2,2,2016-01-16T19:09:00.000Z
892821,2,1,2016-03-18T09:51:00.000Z
2090791,1,1,2016-01-02T05:58:00.000Z
832080,1,1,2016-03-02T16:26:00.000Z
806601,1,1,2016-02-21T15:03:00.000Z
851066,1,1,2016-03-07T18:06:00.000Z
939975,1,1,2016-03-31T19:44:00.000Z
793835,1,1,2016-01-17T23:22:00.000Z
98046,3,3,2016-01-13T18:36:00.000Z
866512,4,3,2016-03-25T08:24:00.000Z
2406521,1,1,2016-03-24T21:39:00.000Z
939977,12,7,2016-03-16T21:08:00.000Z
2287006,5,4,2016-03-29T14:43:00.000Z
82780,1,1,2016-03-26T06:54:00.000Z
162937,1,1,2016-01-23T16:25:00.000Z
892826,1,1,2016-01-03T04:17:00.000Z
939980,1,1,2016-03-12T15:47:00.000Z
841680,1,1,2016-02-19T02:32:00.000Z
174422,1,1,2016-03-08T17:44:00.000Z
803827,1,1,2016-02-19T08:47:00.000Z
788988,2,2,2016-03-06T17:49:00.000Z
2018993,3,2,2016-01-11T01:00:00.000Z
820763,1,1,2016-03-02T19:36:00.000Z
939982,1,1,2016-03-31T11:57:00.000Z
809284,2,1,2016-02-25T14:18:00.000Z
771147,2,2,2016-02-06T10:58:00.000Z
788990,6,5,2016-02-12T09:05:00.000Z
809286,1,1,2016-03-06T07:32:00.000Z
918442,1,1,2016-03-28T19:30:00.000Z
2426196,6,5,2016-03-19T20:03:00.000Z
2368931,1,1,2016-02-20T09:25:00.000Z
1057483,1,1,2016-03-23T04:35:00.000Z
788992,1,1,2016-01-11T08:42:00.000Z
809292,2,1,2016-03-19T15:15:00.000Z
788994,1,1,2016-02-24T09:34:00.000Z
100538,1,1,2016-03-24T14:25:00.000Z
866524,3,3,2016-01-23T05:50:00.000Z
832090,1,1,2016-02-24T14:11:00.000Z
820770,5,2,2016-03-24T12:47:00.000Z
788997,3,2,2016-02-09T19:09:00.000Z
27318,1,1,2016-03-26T18:48:00.000Z
866527,1,1,2016-03-19T16:31:00.000Z
788998,1,1,2016-02-19T11:44:00.000Z
733347,3,2,2016-01-24T14:31:00.000Z
820773,1,1,2016-03-09T13:09:00.000Z
488096,1,1,2016-01-24T12:16:00.000Z
788999,1,1,2016-03-19T16:57:00.000Z
530321,1,1,2016-01-26T06:47:00.000Z
2368945,2,1,2016-03-03T07:04:00.000Z
1385756,2,2,2016-01-17T09:31:00.000Z
530495,1,1,2016-01-09T17:20:00.000Z
930401,1,1,2016-03-29T09:01:00.000Z
803847,5,5,2016-02-20T17:52:00.000Z
882520,1,1,2016-03-20T15:06:00.000Z
892844,2,1,2016-03-22T11:15:00.000Z
817573,1,1,2016-02-23T15:14:00.000Z
600446,1,1,2016-01-06T10:07:00.000Z
894467,2,2,2016-03-30T10:56:00.000Z
789004,8,5,2016-02-23T12:03:00.000Z
411036,1,1,2016-01-06T12:09:00.000Z
2368953,4,2,2016-03-30T15:47:00.000Z
585562,2,2,2016-01-04T20:04:00.000Z
763525,1,1,2016-03-16T16:39:00.000Z
39353,1,1,2016-01-05T01:54:00.000Z
390361,1,1,2016-02-18T00:36:00.000Z
819507,2,2,2016-03-24T11:20:00.000Z
2216346,7,6,2016-03-19T18:21:00.000Z
789010,3,3,2016-02-10T20:35:00.000Z
809304,3,3,2016-03-30T08:35:00.000Z
868317,2,2,2016-03-29T22:00:00.000Z
809306,6,3,2016-03-26T05:33:00.000Z
257113,1,1,2016-02-28T18:13:00.000Z
1999889,6,4,2016-02-27T15:00:00.000Z
2092115,14,3,2016-03-29T16:33:00.000Z
895624,2,2,2016-03-21T19:26:00.000Z
797639,1,1,2016-02-17T17:00:00.000Z
772147,5,4,2016-03-05T13:25:00.000Z
866540,1,1,2016-03-08T19:30:00.000Z
606205,1,1,2016-01-08T18:31:00.000Z
940010,1,1,2016-03-26T08:35:00.000Z
904933,2,2,2016-03-30T11:44:00.000Z
809311,10,3,2016-03-12T10:52:00.000Z
894473,3,1,2016-03-24T15:14:00.000Z
809312,5,4,2016-02-22T13:28:00.000Z
833457,1,1,2016-03-10T21:37:00.000Z
773393,3,2,2016-02-08T10:01:00.000Z
892856,1,1,2016-03-27T16:56:00.000Z
809313,3,2,2016-03-18T13:48:00.000Z
1391279,1,1,2016-03-29T21:54:00.000Z
1106801,1,1,2016-01-13T18:09:00.000Z
809315,2,2,2016-02-27T07:56:00.000Z
636026,1,1,2016-03-29T00:06:00.000Z
891865,1,1,2016-03-24T08:56:00.000Z
809316,2,1,2016-03-26T06:29:00.000Z
803869,1,1,2016-03-08T17:36:00.000Z
2090836,4,3,2016-01-31T15:17:00.000Z
809317,3,2,2016-02-21T12:46:00.000Z
789022,2,2,2016-02-18T20:48:00.000Z
779704,1,1,2016-02-10T12:05:00.000Z
904945,1,1,2016-03-25T10:28:00.000Z
809320,3,2,2016-02-28T06:42:00.000Z
2203737,3,3,2016-03-23T13:08:00.000Z
809321,1,1,2016-02-03T10:23:00.000Z
729427,1,1,2016-01-23T05:59:00.000Z
832127,1,1,2016-03-02T12:15:00.000Z
809323,2,1,2016-02-24T10:24:00.000Z
820809,1,1,2016-01-08T21:11:00.000Z
803878,4,4,2016-02-18T18:44:00.000Z
869282,1,1,2016-03-12T09:11:00.000Z
747259,2,2,2016-01-26T22:20:00.000Z
940027,1,1,2016-03-30T07:34:00.000Z
924998,1,1,2016-03-30T08:25:00.000Z
2368983,3,2,2016-03-05T08:42:00.000Z
809325,11,8,2016-03-18T12:05:00.000Z
809326,4,4,2016-02-21T17:43:00.000Z
585283,3,3,2016-01-14T18:01:00.000Z
866564,2,2,2016-03-24T08:59:00.000Z
803882,1,1,2016-03-06T06:15:00.000Z
940030,2,2,2016-03-31T14:34:00.000Z
33773,1,1,2016-03-12T08:50:00.000Z
809327,1,1,2016-01-27T20:53:00.000Z
940031,1,1,2016-03-30T15:53:00.000Z
789030,3,3,2016-03-21T21:06:00.000Z
886721,1,1,2016-03-21T23:43:00.000Z
968315,1,1,2016-03-30T13:06:00.000Z
636445,1,1,2016-01-14T23:09:00.000Z
341651,1,1,2016-01-02T08:04:00.000Z
809331,7,4,2016-03-25T18:09:00.000Z
941623,1,1,2016-03-21T20:58:00.000Z
809332,2,2,2016-02-23T04:42:00.000Z
848249,1,1,2016-03-03T21:24:00.000Z
926551,1,1,2016-03-30T06:41:00.000Z
809333,13,5,2016-03-26T04:43:00.000Z
772177,2,1,2016-02-01T08:13:00.000Z
892878,3,3,2016-03-23T11:13:00.000Z
820829,2,1,2016-02-24T12:05:00.000Z
892880,1,1,2016-01-13T11:32:00.000Z
891877,1,1,2016-03-23T06:03:00.000Z
1106847,3,3,2016-03-16T08:58:00.000Z
869301,1,1,2016-03-07T12:35:00.000Z
892883,1,1,2016-03-25T11:19:00.000Z
2360176,1,1,2016-01-27T07:03:00.000Z
2426271,2,1,2016-03-23T13:09:00.000Z
2289102,3,2,2016-03-11T08:54:00.000Z
859790,1,1,2016-03-04T20:06:00.000Z
1398493,1,1,2016-03-15T10:25:00.000Z
809338,1,1,2016-03-08T18:42:00.000Z
809339,1,1,2016-02-27T11:36:00.000Z
779728,8,6,2016-03-12T22:55:00.000Z
930443,1,1,2016-03-30T20:24:00.000Z
819524,2,2,2016-03-20T09:02:00.000Z
894260,1,1,2016-03-17T16:32:00.000Z
832147,1,1,2016-03-02T15:04:00.000Z
866577,1,1,2016-03-06T12:01:00.000Z
212439,1,1,2016-03-04T23:12:00.000Z
61198,2,1,2016-01-11T17:48:00.000Z
803897,3,3,2016-03-08T07:17:00.000Z
892890,4,2,2016-03-24T08:45:00.000Z
2415002,1,1,2016-03-30T11:47:00.000Z
866582,1,1,2016-03-13T06:09:00.000Z
819528,2,2,2016-03-01T14:19:00.000Z
1873225,1,1,2016-01-10T19:27:00.000Z
132,1,1,2016-01-11T20:55:00.000Z
930447,6,4,2016-03-30T12:47:00.000Z
809349,4,3,2016-03-20T21:45:00.000Z
789047,2,1,2016-02-11T15:31:00.000Z
831030,5,3,2016-03-07T20:23:00.000Z
940064,1,1,2016-03-23T05:29:00.000Z
831031,1,1,2016-03-06T15:10:00.000Z
859803,1,1,2016-03-13T07:19:00.000Z
2360194,2,1,2016-03-10T08:10:00.000Z
820849,1,1,2016-02-19T13:02:00.000Z
789050,1,1,2016-01-22T20:21:00.000Z
789051,4,3,2016-03-06T14:32:00.000Z
793883,1,1,2016-02-15T12:36:00.000Z
820852,1,1,2016-03-03T14:05:00.000Z
850050,2,2,2016-03-28T23:31:00.000Z
789053,1,1,2016-01-28T21:38:00.000Z
508611,1,1,2016-01-21T21:57:00.000Z
789054,2,2,2016-02-08T22:27:00.000Z
866592,3,1,2016-03-14T09:15:00.000Z
511233,2,1,2016-01-09T20:56:00.000Z
892903,3,3,2016-03-13T16:09:00.000Z
2360196,1,1,2016-03-04T21:33:00.000Z
789055,3,2,2016-03-24T23:54:00.000Z
789056,4,4,2016-03-31T23:37:00.000Z
940076,2,1,2016-03-12T18:56:00.000Z
820859,1,1,2016-02-28T07:22:00.000Z
899033,1,1,2016-03-24T10:03:00.000Z
809360,6,3,2016-02-24T09:07:00.000Z
764773,2,2,2016-01-20T17:39:00.000Z
789059,2,2,2016-03-11T20:07:00.000Z
930462,1,1,2016-03-31T19:26:00.000Z
789060,12,7,2016-03-29T18:41:00.000Z
809362,3,2,2016-02-15T19:58:00.000Z
789061,7,4,2016-03-01T18:18:00.000Z
803921,1,1,2016-02-24T11:53:00.000Z
809364,2,2,2016-03-06T16:55:00.000Z
869328,3,2,2016-03-19T15:16:00.000Z
789062,3,3,2016-02-17T15:06:00.000Z
2287109,2,1,2016-03-12T22:52:00.000Z
789064,2,2,2016-02-14T14:24:00.000Z
809369,11,5,2016-03-29T08:43:00.000Z
772209,12,5,2016-01-27T05:49:00.000Z
820872,3,2,2016-03-08T10:10:00.000Z
905064,1,1,2016-03-29T10:50:00.000Z
792937,3,3,2016-02-28T05:30:00.000Z
789068,2,2,2016-01-13T19:20:00.000Z
809374,5,5,2016-03-21T12:13:00.000Z
787730,1,1,2016-03-21T19:45:00.000Z
797667,1,1,2016-02-17T19:58:00.000Z
926603,1,1,2016-03-30T10:07:00.000Z
940093,2,2,2016-03-29T17:54:00.000Z
630358,2,2,2016-01-12T10:35:00.000Z
803936,4,3,2016-03-07T11:17:00.000Z
2360203,1,1,2016-02-10T11:45:00.000Z
820878,3,2,2016-03-27T12:02:00.000Z
820879,2,2,2016-03-28T15:38:00.000Z
789072,4,2,2016-02-14T18:12:00.000Z
2287122,1,1,2016-03-05T15:22:00.000Z
789076,1,1,2016-02-12T17:49:00.000Z
772221,1,1,2016-02-03T06:40:00.000Z
789078,2,2,2016-02-23T17:31:00.000Z
930477,3,2,2016-03-30T07:42:00.000Z
793905,2,1,2016-03-14T19:23:00.000Z
809380,1,1,2016-03-15T13:55:00.000Z
808186,3,2,2016-03-24T17:51:00.000Z
809382,2,2,2016-02-28T17:27:00.000Z
786446,1,1,2016-02-01T17:38:00.000Z
789082,5,2,2016-03-05T09:53:00.000Z
483,1,1,2016-02-26T14:13:00.000Z
820897,1,1,2016-02-28T20:35:00.000Z
806707,1,1,2016-01-28T07:43:00.000Z
786452,2,2,2016-03-11T16:50:00.000Z
940108,3,3,2016-03-30T16:31:00.000Z
866623,1,1,2016-03-10T22:15:00.000Z
772227,2,2,2016-03-21T08:49:00.000Z
764800,1,1,2016-01-21T19:30:00.000Z
866624,2,2,2016-03-11T10:23:00.000Z
809387,1,1,2016-02-20T13:48:00.000Z
925034,1,1,2016-03-30T08:41:00.000Z
866626,1,1,2016-03-17T18:31:00.000Z
772230,6,5,2016-01-09T18:36:00.000Z
809392,1,1,2016-03-08T09:23:00.000Z
892936,15,5,2016-03-18T05:51:00.000Z
1106931,2,2,2016-03-06T13:08:00.000Z
2406529,18,5,2016-03-11T15:32:00.000Z
772232,2,2,2016-01-22T18:18:00.000Z
791644,1,1,2016-02-16T11:44:00.000Z
809395,1,1,2016-02-21T19:45:00.000Z
905127,2,2,2016-03-24T11:07:00.000Z
793912,1,1,2016-02-14T20:45:00.000Z
779770,2,2,2016-01-16T11:57:00.000Z
789090,2,2,2016-02-09T11:10:00.000Z
789091,3,2,2016-03-16T14:20:00.000Z
869356,1,1,2016-03-15T07:46:00.000Z
859416,1,1,2016-03-10T15:55:00.000Z
772243,3,3,2016-02-04T19:17:00.000Z
803958,6,3,2016-03-24T13:07:00.000Z
809401,1,1,2016-03-06T13:02:00.000Z
785456,1,1,2016-02-11T10:36:00.000Z
2360230,1,1,2016-01-19T20:53:00.000Z
469134,1,1,2016-03-29T09:40:00.000Z
2090895,1,1,2016-01-22T03:08:00.000Z
820910,5,2,2016-03-12T08:03:00.000Z
620473,1,1,2016-01-12T20:40:00.000Z
279464,1,1,2016-03-29T20:38:00.000Z
866643,4,4,2016-03-20T04:03:00.000Z
892947,1,1,2016-03-19T17:00:00.000Z
789095,2,2,2016-03-01T11:57:00.000Z
886109,1,1,2016-03-20T10:10:00.000Z
859872,4,2,2016-03-24T15:49:00.000Z
905163,1,1,2016-03-22T16:28:00.000Z
2203811,2,2,2016-01-11T01:33:00.000Z
809407,1,1,2016-02-09T04:49:00.000Z
2165751,1,1,2016-03-29T13:22:00.000Z
636464,1,1,2016-01-28T08:26:00.000Z
919621,1,1,2016-03-30T08:20:00.000Z
919622,1,1,2016-03-29T10:48:00.000Z
832217,1,1,2016-03-14T14:39:00.000Z
940130,1,1,2016-03-30T05:19:00.000Z
832218,2,2,2016-03-28T11:35:00.000Z
772251,6,4,2016-03-03T21:25:00.000Z
789099,1,1,2016-02-11T07:47:00.000Z
580854,1,1,2016-03-27T16:59:00.000Z
869372,2,2,2016-02-04T18:34:00.000Z
1999958,2,1,2016-03-19T09:06:00.000Z
778797,1,1,2016-02-09T15:29:00.000Z
803967,5,3,2016-01-31T09:05:00.000Z
892954,1,1,2016-03-15T20:23:00.000Z
779785,3,1,2016-03-09T17:06:00.000Z
789103,7,4,2016-02-28T14:56:00.000Z
789105,1,1,2016-02-09T19:34:00.000Z
819562,2,2,2016-02-28T17:46:00.000Z
820924,2,1,2016-03-24T12:15:00.000Z
2420956,1,1,2016-03-30T06:53:00.000Z
882584,1,1,2016-03-19T09:27:00.000Z
591868,1,1,2016-01-16T22:32:00.000Z
789107,1,1,2016-02-05T16:44:00.000Z
789109,1,1,2016-02-11T12:14:00.000Z
820927,2,2,2016-03-04T06:07:00.000Z
851227,1,1,2016-03-06T07:11:00.000Z
85476,1,1,2016-01-02T14:48:00.000Z
832225,1,1,2016-03-01T03:31:00.000Z
820928,1,1,2016-02-24T19:34:00.000Z
901691,1,1,2016-03-25T13:18:00.000Z
793938,1,1,2016-03-05T18:16:00.000Z
866660,1,1,2016-03-13T13:30:00.000Z
86003,1,1,2016-01-08T14:51:00.000Z
621695,3,3,2016-01-14T18:17:00.000Z
789112,3,2,2016-02-18T10:25:00.000Z
820932,3,3,2016-03-04T18:47:00.000Z
722988,1,1,2016-01-20T20:09:00.000Z
760863,1,1,2016-02-02T15:41:00.000Z
809423,1,1,2016-01-12T20:01:00.000Z
809424,1,1,2016-02-22T18:59:00.000Z
174189,1,1,2016-03-14T05:34:00.000Z
869391,1,1,2016-03-09T10:31:00.000Z
940149,1,1,2016-03-28T05:46:00.000Z
2369134,2,2,2016-03-19T12:26:00.000Z
855864,1,1,2016-03-27T09:33:00.000Z
930540,2,2,2016-03-31T20:06:00.000Z
789122,21,7,2016-03-25T12:59:00.000Z
793947,1,1,2016-02-15T09:03:00.000Z
772271,2,2,2016-03-04T04:41:00.000Z
803990,2,2,2016-02-20T12:54:00.000Z
789124,2,1,2016-02-02T18:57:00.000Z
809432,1,1,2016-03-06T14:07:00.000Z
930545,1,1,2016-03-30T10:03:00.000Z
596429,2,2,2016-01-20T13:17:00.000Z
586305,1,1,2016-01-03T14:05:00.000Z
803994,1,1,2016-02-19T17:18:00.000Z
926697,1,1,2016-03-29T19:03:00.000Z
2360306,2,1,2016-01-14T09:30:00.000Z
841890,1,1,2016-03-01T05:22:00.000Z
940154,3,3,2016-03-26T18:48:00.000Z
764853,1,1,2016-02-02T16:41:00.000Z
772276,1,1,2016-02-02T16:51:00.000Z
772277,1,1,2016-03-12T19:02:00.000Z
772278,1,1,2016-01-31T14:28:00.000Z
797707,1,1,2016-02-17T15:41:00.000Z
892975,1,1,2016-03-11T15:35:00.000Z
2360308,1,1,2016-03-09T11:09:00.000Z
1107044,2,1,2016-03-21T06:28:00.000Z
789127,1,1,2016-01-10T16:14:00.000Z
940163,7,5,2016-03-30T18:33:00.000Z
779807,1,1,2016-02-09T06:18:00.000Z
802628,1,1,2016-03-30T15:00:00.000Z
901726,1,1,2016-03-25T19:51:00.000Z
2426439,3,2,2016-02-24T11:45:00.000Z
404205,1,1,2016-01-09T15:34:00.000Z
809442,1,1,2016-03-03T08:29:00.000Z
940169,2,2,2016-03-27T22:16:00.000Z
892979,2,1,2016-03-31T06:08:00.000Z
940170,1,1,2016-03-30T17:39:00.000Z
