SUBID,month_id,watch_date,watch_time,month,day_name,day_type,month_Name,Tv_Channel,Time_of_day,Duration,Usage_level,hour_of_day,Region,Age,Age_Group,Email_flag,Social_Media_flag,Gender,Race
2369747,2016-01-23,2016-01-23,10:23:00,2016-01,Sat,weekday,Jan,Supersport Live Events,02 morning,01:15:00,05 extreme usage:>2 hrs,10,Western Cape,33,youth,1,1,male,coloured
940509,2016-03-28,2016-03-28,04:00:00,2016-03,Mon,weekday,Mar,Boomerang,01 midnight,00:00:11,05 extreme usage:>2 hrs,4,Western Cape,26,youth,1,1,male,other
940509,2016-03-28,2016-03-28,14:00:00,2016-03,Mon,weekday,Mar,DStv Events 1,03 afternoon,00:00:50,05 extreme usage:>2 hrs,14,Western Cape,26,youth,1,1,male,other
940509,2016-03-28,2016-03-28,08:16:00,2016-03,Mon,weekday,Mar,Channel O,02 morning,00:00:00,05 extreme usage:>2 hrs,8,Western Cape,26,youth,1,1,male,other
940509,2016-03-30,2016-03-30,20:19:00,2016-03,Wed,weekday,Mar,Channel O,04 evening,00:00:00,05 extreme usage:>2 hrs,20,Western Cape,26,youth,1,1,male,other
940509,2016-03-27,2016-03-27,16:12:00,2016-03,Sun,weekday,Mar,Vuzu,03 afternoon,00:00:11,05 extreme usage:>2 hrs,16,Western Cape,26,youth,1,1,male,other
940509,2016-03-29,2016-03-29,08:37:00,2016-03,Tue,weekday,Mar,Trace TV,02 morning,01:27:36,05 extreme usage:>2 hrs,8,Western Cape,26,youth,1,1,male,other
2369752,2016-03-07,2016-03-07,08:47:00,2016-03,Mon,weekday,Mar,Africa Magic,02 morning,00:13:22,05 extreme usage:>2 hrs,8,Gauteng,43,adult,1,1,male,black
2369752,2016-03-07,2016-03-07,11:18:00,2016-03,Mon,weekday,Mar,Cartoon Network,02 morning,00:06:54,05 extreme usage:>2 hrs,11,Gauteng,43,adult,1,1,male,black
2369752,2016-03-30,2016-03-30,17:52:00,2016-03,Wed,weekday,Mar,Africa Magic,03 afternoon,00:02:48,05 extreme usage:>2 hrs,17,Gauteng,43,adult,1,1,male,black
772575,2016-01-30,2016-01-30,11:42:00,2016-01,Sat,weekday,Jan,Supersport Live Events,02 morning,00:00:06,05 extreme usage:>2 hrs,11,Gauteng,41,adult,1,1,male,black
2369753,2016-03-24,2016-03-24,17:27:00,2016-03,Thu,weekday,Mar,Supersport Live Events,03 afternoon,00:00:32,05 extreme usage:>2 hrs,17,Gauteng,30,youth,1,1,female,indian_asian
832596,2016-03-02,2016-03-02,15:03:00,2016-03,Wed,weekday,Mar,ICC Cricket World Cup 2011,03 afternoon,00:07:34,05 extreme usage:>2 hrs,15,Eastern Cape,25,youth,1,1,male,coloured
832596,2016-01-26,2016-01-26,22:42:00,2016-01,Tue,weekday,Jan,SuperSport Blitz,04 evening,00:13:26,05 extreme usage:>2 hrs,22,Eastern Cape,25,youth,1,1,male,coloured
2369759,2016-01-21,2016-01-21,12:57:00,2016-01,Thu,weekday,Jan,Supersport Live Events,03 afternoon,00:10:32,05 extreme usage:>2 hrs,12,Limpopo,30,youth,1,1,male,indian_asian
2369759,2016-03-23,2016-03-23,08:36:00,2016-03,Wed,weekday,Mar,ICC Cricket World Cup 2011,02 morning,00:01:14,05 extreme usage:>2 hrs,8,Limpopo,30,youth,1,1,male,indian_asian
2369761,2016-02-18,2016-02-18,19:11:00,2016-02,Thu,weekday,Feb,Africa Magic,04 evening,00:00:47,05 extreme usage:>2 hrs,19,Gauteng,39,adult,1,1,male,black
2369761,2016-02-05,2016-02-05,18:58:00,2016-02,Fri,weekday,Feb,Supersport Live Events,04 evening,00:01:28,05 extreme usage:>2 hrs,18,Gauteng,39,adult,1,1,male,black
2369761,2016-02-21,2016-02-21,00:08:00,2016-02,Sun,weekday,Feb,Africa Magic,01 midnight,00:00:24,05 extreme usage:>2 hrs,0,Gauteng,39,adult,1,1,male,black
2369761,2016-03-10,2016-03-10,02:03:00,2016-03,Thu,weekday,Mar,Channel O,01 midnight,00:25:51,05 extreme usage:>2 hrs,2,Gauteng,39,adult,1,1,male,black
927246,2016-03-30,2016-03-30,08:36:00,2016-03,Wed,weekday,Mar,ICC Cricket World Cup 2011,02 morning,00:09:54,05 extreme usage:>2 hrs,8,Gauteng,29,youth,1,1,male,indian_asian
927246,2016-03-29,2016-03-29,20:11:00,2016-03,Tue,weekday,Mar,SuperSport Blitz,04 evening,00:00:28,05 extreme usage:>2 hrs,20,Gauteng,29,youth,1,1,male,indian_asian
2000272,2016-02-21,2016-02-21,20:18:00,2016-02,Sun,weekday,Feb,Trace TV,04 evening,00:22:36,05 extreme usage:>2 hrs,20,Western Cape,37,adult,1,1,male,coloured
2000272,2016-02-04,2016-02-04,10:35:00,2016-02,Thu,weekday,Feb,Channel O,02 morning,00:04:39,05 extreme usage:>2 hrs,10,Western Cape,37,adult,1,1,male,coloured
2000272,2016-01-27,2016-01-27,03:37:00,2016-01,Wed,weekday,Jan,SuperSport Blitz,01 midnight,00:00:26,05 extreme usage:>2 hrs,3,Western Cape,37,adult,1,1,male,coloured
2000272,2016-01-23,2016-01-23,16:23:00,2016-01,Sat,weekday,Jan,SuperSport Blitz,03 afternoon,00:00:46,05 extreme usage:>2 hrs,16,Western Cape,37,adult,1,1,male,coloured
2000272,2016-01-30,2016-01-30,05:55:00,2016-01,Sat,weekday,Jan,SuperSport Blitz,01 midnight,00:58:22,05 extreme usage:>2 hrs,5,Western Cape,37,adult,1,1,male,coloured
2000272,2016-01-05,2016-01-05,06:43:00,2016-01,Tue,weekday,Jan,SuperSport Blitz,02 morning,00:10:04,05 extreme usage:>2 hrs,6,Western Cape,37,adult,1,1,male,coloured
2000272,2016-01-28,2016-01-28,03:49:00,2016-01,Thu,weekday,Jan,Channel O,01 midnight,00:01:06,05 extreme usage:>2 hrs,3,Western Cape,37,adult,1,1,male,coloured
2000272,2016-01-31,2016-01-31,03:40:00,2016-01,Sun,weekday,Jan,Trace TV,01 midnight,00:45:33,05 extreme usage:>2 hrs,3,Western Cape,37,adult,1,1,male,coloured
2000272,2016-01-08,2016-01-08,16:19:00,2016-01,Fri,weekday,Jan,Supersport Live Events,03 afternoon,00:07:46,05 extreme usage:>2 hrs,16,Western Cape,37,adult,1,1,male,coloured
867498,2016-03-10,2016-03-10,14:40:00,2016-03,Thu,weekday,Mar,Cartoon Network,03 afternoon,00:00:37,05 extreme usage:>2 hrs,14,Gauteng,26,youth,1,1,male,white
820011,2016-03-10,2016-03-10,02:26:00,2016-03,Thu,weekday,Mar,Cartoon Network,01 midnight,00:05:58,05 extreme usage:>2 hrs,2,None,0,infant,1,1,None,None
940516,2016-03-23,2016-03-23,08:00:00,2016-03,Wed,weekday,Mar,ICC Cricket World Cup 2011,02 morning,00:00:22,05 extreme usage:>2 hrs,8,Kwazulu Natal,42,adult,1,1,male,coloured
893279,2016-03-22,2016-03-22,13:59:00,2016-03,Tue,weekday,Mar,Africa Magic,03 afternoon,00:10:37,05 extreme usage:>2 hrs,13,Gauteng,41,adult,1,1,male,coloured
893279,2016-03-25,2016-03-25,03:52:00,2016-03,Fri,weekday,Mar,Africa Magic,01 midnight,00:31:59,05 extreme usage:>2 hrs,3,Gauteng,41,adult,1,1,male,coloured
893279,2016-03-26,2016-03-26,06:03:00,2016-03,Sat,weekday,Mar,CNN,02 morning,00:04:53,05 extreme usage:>2 hrs,6,Gauteng,41,adult,1,1,male,coloured
893279,2016-03-26,2016-03-26,05:25:00,2016-03,Sat,weekday,Mar,Africa Magic,01 midnight,00:00:37,05 extreme usage:>2 hrs,5,Gauteng,41,adult,1,1,male,coloured
809776,2016-02-19,2016-02-19,13:41:00,2016-02,Fri,weekday,Feb,Supersport Live Events,03 afternoon,00:05:18,05 extreme usage:>2 hrs,13,Gauteng,27,youth,1,1,male,black
809776,2016-02-20,2016-02-20,15:51:00,2016-02,Sat,weekday,Feb,Supersport Live Events,03 afternoon,00:01:40,05 extreme usage:>2 hrs,15,Gauteng,27,youth,1,1,male,black
809776,2016-02-02,2016-02-02,19:53:00,2016-02,Tue,weekday,Feb,Channel O,04 evening,00:10:30,05 extreme usage:>2 hrs,19,Gauteng,27,youth,1,1,male,black
809776,2016-02-16,2016-02-16,17:30:00,2016-02,Tue,weekday,Feb,Supersport Live Events,03 afternoon,00:03:08,05 extreme usage:>2 hrs,17,Gauteng,27,youth,1,1,male,black
809776,2016-02-04,2016-02-04,05:35:00,2016-02,Thu,weekday,Feb,CNN,01 midnight,00:00:35,05 extreme usage:>2 hrs,5,Gauteng,27,youth,1,1,male,black
809776,2016-02-18,2016-02-18,11:48:00,2016-02,Thu,weekday,Feb,Channel O,02 morning,00:00:33,05 extreme usage:>2 hrs,11,Gauteng,27,youth,1,1,male,black
809776,2016-02-06,2016-02-06,11:23:00,2016-02,Sat,weekday,Feb,Channel O,02 morning,00:20:06,05 extreme usage:>2 hrs,11,Gauteng,27,youth,1,1,male,black
809776,2016-02-06,2016-02-06,17:19:00,2016-02,Sat,weekday,Feb,Supersport Live Events,03 afternoon,00:32:32,05 extreme usage:>2 hrs,17,Gauteng,27,youth,1,1,male,black
772584,2016-02-05,2016-02-05,08:04:00,2016-02,Fri,weekday,Feb,CNN,02 morning,00:01:18,05 extreme usage:>2 hrs,8,Gauteng,24,youth,1,1,male,black
2158646,2016-02-13,2016-02-13,17:06:00,2016-02,Sat,weekday,Feb,SuperSport Live Events,03 afternoon,00:00:00,05 extreme usage:>2 hrs,17,Gauteng,33,youth,1,1,male,black
794226,2016-02-13,2016-02-13,22:22:00,2016-02,Sat,weekday,Feb,M-Net,04 evening,00:03:18,05 extreme usage:>2 hrs,22,Western Cape,28,youth,1,1,male,coloured
794226,2016-02-14,2016-02-14,21:25:00,2016-02,Sun,weekday,Feb,Trace TV,04 evening,00:00:00,05 extreme usage:>2 hrs,21,Western Cape,28,youth,1,1,male,coloured
794226,2016-02-16,2016-02-16,10:23:00,2016-02,Tue,weekday,Feb,E! Entertainment,02 morning,00:08:04,05 extreme usage:>2 hrs,10,Western Cape,28,youth,1,1,male,coloured
794226,2016-02-18,2016-02-18,05:24:00,2016-02,Thu,weekday,Feb,Channel O,01 midnight,00:20:33,05 extreme usage:>2 hrs,5,Western Cape,28,youth,1,1,male,coloured
809780,2016-02-21,2016-02-21,11:18:00,2016-02,Sun,weekday,Feb,SuperSport Blitz,02 morning,00:13:58,05 extreme usage:>2 hrs,11,Western Cape,32,youth,1,1,male,coloured
809780,2016-01-21,2016-01-21,07:49:00,2016-01,Thu,weekday,Jan,E! Entertainment,02 morning,00:01:42,05 extreme usage:>2 hrs,7,Western Cape,32,youth,1,1,male,coloured
809780,2016-01-30,2016-01-30,13:41:00,2016-01,Sat,weekday,Jan,Supersport Live Events,03 afternoon,00:01:42,05 extreme usage:>2 hrs,13,Western Cape,32,youth,1,1,male,coloured
809780,2016-01-21,2016-01-21,16:19:00,2016-01,Thu,weekday,Jan,Trace TV,03 afternoon,00:05:15,05 extreme usage:>2 hrs,16,Western Cape,32,youth,1,1,male,coloured
809780,2016-01-20,2016-01-20,13:53:00,2016-01,Wed,weekday,Jan,kykNET,03 afternoon,00:06:30,05 extreme usage:>2 hrs,13,Western Cape,32,youth,1,1,male,coloured
809780,2016-01-25,2016-01-25,12:27:00,2016-01,Mon,weekday,Jan,CNN,03 afternoon,00:08:32,05 extreme usage:>2 hrs,12,Western Cape,32,youth,1,1,male,coloured
809780,2016-01-23,2016-01-23,04:48:00,2016-01,Sat,weekday,Jan,CNN,01 midnight,00:02:58,05 extreme usage:>2 hrs,4,Western Cape,32,youth,1,1,male,coloured
809780,2016-02-18,2016-02-18,07:19:00,2016-02,Thu,weekday,Feb,Supersport Live Events,02 morning,00:09:38,05 extreme usage:>2 hrs,7,Western Cape,32,youth,1,1,male,coloured
80147,2016-03-26,2016-03-26,10:14:00,2016-03,Sat,weekday,Mar,Supersport Live Events,02 morning,00:00:30,05 extreme usage:>2 hrs,10,None,0,infant,1,1,None,None
772587,2016-02-02,2016-02-02,10:27:00,2016-02,Tue,weekday,Feb,SuperSport Blitz,02 morning,00:00:00,05 extreme usage:>2 hrs,10,Mpumalanga,22,youth,1,1,male,black
772587,2016-02-02,2016-02-02,19:05:00,2016-02,Tue,weekday,Feb,Supersport Live Events,04 evening,01:02:48,05 extreme usage:>2 hrs,19,Mpumalanga,22,youth,1,1,male,black
772587,2016-01-19,2016-01-19,14:04:00,2016-01,Tue,weekday,Jan,Supersport Live Events,03 afternoon,00:01:18,05 extreme usage:>2 hrs,14,Mpumalanga,22,youth,1,1,male,black
772587,2016-01-27,2016-01-27,03:58:00,2016-01,Wed,weekday,Jan,SuperSport Blitz,01 midnight,00:00:00,05 extreme usage:>2 hrs,3,Mpumalanga,22,youth,1,1,male,black
772587,2016-01-19,2016-01-19,10:16:00,2016-01,Tue,weekday,Jan,Channel O,02 morning,00:02:03,05 extreme usage:>2 hrs,10,Mpumalanga,22,youth,1,1,male,black
772587,2016-03-23,2016-03-23,17:07:00,2016-03,Wed,weekday,Mar,Trace TV,03 afternoon,00:33:57,05 extreme usage:>2 hrs,17,Mpumalanga,22,youth,1,1,male,black
772587,2016-02-06,2016-02-06,16:11:00,2016-02,Sat,weekday,Feb,Trace TV,03 afternoon,00:57:54,05 extreme usage:>2 hrs,16,Mpumalanga,22,youth,1,1,male,black
772587,2016-03-03,2016-03-03,07:25:00,2016-03,Thu,weekday,Mar,Trace TV,02 morning,00:18:30,05 extreme usage:>2 hrs,7,Mpumalanga,22,youth,1,1,male,black
772587,2016-03-28,2016-03-28,09:05:00,2016-03,Mon,weekday,Mar,SuperSport Blitz,02 morning,00:05:30,05 extreme usage:>2 hrs,9,Mpumalanga,22,youth,1,1,male,black
927257,2016-03-30,2016-03-30,07:36:00,2016-03,Wed,weekday,Mar,ICC Cricket World Cup 2011,02 morning,00:05:26,05 extreme usage:>2 hrs,7,Gauteng,27,youth,1,1,male,indian_asian
819763,2016-03-30,2016-03-30,08:28:00,2016-03,Wed,weekday,Mar,E! Entertainment,02 morning,00:06:38,05 extreme usage:>2 hrs,8,None,0,infant,1,1,None,None
809781,2016-02-24,2016-02-24,13:27:00,2016-02,Wed,weekday,Feb,ICC Cricket World Cup 2011,03 afternoon,00:03:54,05 extreme usage:>2 hrs,13,Western Cape,29,youth,1,1,male,coloured
336966,2016-01-22,2016-01-22,15:40:00,2016-01,Fri,weekday,Jan,Trace TV,03 afternoon,00:00:00,05 extreme usage:>2 hrs,15,Western Cape,31,youth,1,1,female,black
844125,2016-03-06,2016-03-06,19:16:00,2016-03,Sun,weekday,Mar,Cartoon Network,04 evening,00:00:20,05 extreme usage:>2 hrs,19,Gauteng,27,youth,1,1,female,white
821350,2016-02-25,2016-02-25,10:27:00,2016-02,Thu,weekday,Feb,Cartoon Network,02 morning,00:01:25,05 extreme usage:>2 hrs,10,Kwazulu Natal,26,youth,1,1,female,black
821351,2016-02-21,2016-02-21,06:43:00,2016-02,Sun,weekday,Feb,Trace TV,02 morning,00:13:54,05 extreme usage:>2 hrs,6,Western Cape,27,youth,1,1,male,coloured
821351,2016-03-12,2016-03-12,11:14:00,2016-03,Sat,weekday,Mar,ICC Cricket World Cup 2011,02 morning,00:02:44,05 extreme usage:>2 hrs,11,Western Cape,27,youth,1,1,male,coloured
940522,2016-03-14,2016-03-14,20:44:00,2016-03,Mon,weekday,Mar,SawSee,04 evening,00:02:17,05 extreme usage:>2 hrs,20,Gauteng,29,youth,1,1,male,black
867034,2016-03-06,2016-03-06,17:31:00,2016-03,Sun,weekday,Mar,CNN,03 afternoon,00:01:08,05 extreme usage:>2 hrs,17,Gauteng,26,youth,1,1,male,None
821354,2016-01-24,2016-01-24,20:04:00,2016-01,Sun,weekday,Jan,Supersport Live Events,04 evening,00:01:04,05 extreme usage:>2 hrs,20,Kwazulu Natal,29,youth,1,1,male,coloured
799085,2016-02-17,2016-02-17,06:09:00,2016-02,Wed,weekday,Feb,Boomerang,02 morning,00:00:00,05 extreme usage:>2 hrs,6,Gauteng,22,youth,1,1,male,white
2015326,2016-01-05,2016-01-05,06:59:00,2016-01,Tue,weekday,Jan,CNN,02 morning,00:01:23,05 extreme usage:>2 hrs,6,Kwazulu Natal,29,youth,1,1,male,black
2015326,2016-01-23,2016-01-23,10:12:00,2016-01,Sat,weekday,Jan,Channel O,02 morning,00:12:12,05 extreme usage:>2 hrs,10,Kwazulu Natal,29,youth,1,1,male,black
2015326,2016-01-25,2016-01-25,10:20:00,2016-01,Mon,weekday,Jan,Channel O,02 morning,00:22:48,05 extreme usage:>2 hrs,10,Kwazulu Natal,29,youth,1,1,male,black
2015326,2016-01-01,2016-01-01,07:13:00,2016-01,Fri,weekday,Jan,Channel O,02 morning,00:05:30,05 extreme usage:>2 hrs,7,Kwazulu Natal,29,youth,1,1,male,black
2015326,2016-01-20,2016-01-20,10:14:00,2016-01,Wed,weekday,Jan,E! Entertainment,02 morning,00:01:28,05 extreme usage:>2 hrs,10,Kwazulu Natal,29,youth,1,1,male,black
809786,2016-01-14,2016-01-14,17:50:00,2016-01,Thu,weekday,Jan,SuperSport Blitz,03 afternoon,00:00:52,05 extreme usage:>2 hrs,17,Mpumalanga,33,youth,1,1,male,None
832609,2016-03-04,2016-03-04,17:51:00,2016-03,Fri,weekday,Mar,Trace TV,03 afternoon,00:20:27,05 extreme usage:>2 hrs,17,Mpumalanga,22,youth,1,1,male,black
832609,2016-03-04,2016-03-04,15:32:00,2016-03,Fri,weekday,Mar,Trace TV,03 afternoon,00:16:12,05 extreme usage:>2 hrs,15,Mpumalanga,22,youth,1,1,male,black
893287,2016-03-27,2016-03-27,17:23:00,2016-03,Sun,weekday,Mar,Africa Magic,03 afternoon,00:00:31,05 extreme usage:>2 hrs,17,Limpopo,36,adult,1,1,male,black
780070,2016-02-07,2016-02-07,10:46:00,2016-02,Sun,weekday,Feb,Boomerang,02 morning,00:01:21,05 extreme usage:>2 hrs,10,Gauteng,28,youth,1,1,male,white
818125,2016-02-24,2016-02-24,03:45:00,2016-02,Wed,weekday,Feb,Vuzu,01 midnight,00:00:24,05 extreme usage:>2 hrs,3,Gauteng,25,youth,1,1,male,black
804327,2016-03-20,2016-03-20,13:38:00,2016-03,Sun,weekday,Mar,ICC Cricket World Cup 2011,03 afternoon,00:00:08,05 extreme usage:>2 hrs,13,Limpopo,43,adult,1,1,male,indian_asian
809787,2016-02-09,2016-02-09,13:38:00,2016-02,Tue,weekday,Feb,Africa Magic,03 afternoon,00:30:44,05 extreme usage:>2 hrs,13,Kwazulu Natal,34,youth,1,1,female,black
786800,2016-01-23,2016-01-23,14:15:00,2016-01,Sat,weekday,Jan,Cartoon Network,03 afternoon,00:00:02,05 extreme usage:>2 hrs,14,Mpumalanga,23,youth,1,1,male,black
2369790,2016-02-19,2016-02-19,14:57:00,2016-02,Fri,weekday,Feb,ICC Cricket World Cup 2011,03 afternoon,04:03:26,05 extreme usage:>2 hrs,14,Mpumalanga,26,youth,1,1,male,indian_asian
2369790,2016-02-12,2016-02-12,13:01:00,2016-02,Fri,weekday,Feb,Cartoon Network,03 afternoon,00:00:32,05 extreme usage:>2 hrs,13,Mpumalanga,26,youth,1,1,male,indian_asian
2369790,2016-03-29,2016-03-29,14:28:00,2016-03,Tue,weekday,Mar,ICC Cricket World Cup 2011,03 afternoon,00:00:06,05 extreme usage:>2 hrs,14,Mpumalanga,26,youth,1,1,male,indian_asian
2369790,2016-02-13,2016-02-13,16:51:00,2016-02,Sat,weekday,Feb,Africa Magic,03 afternoon,00:01:30,05 extreme usage:>2 hrs,16,Mpumalanga,26,youth,1,1,male,indian_asian
549789,2016-01-22,2016-01-22,14:32:00,2016-01,Fri,weekday,Jan,Channel O,03 afternoon,00:10:03,05 extreme usage:>2 hrs,14,Gauteng,25,youth,1,1,male,black
805818,2016-03-05,2016-03-05,18:30:00,2016-03,Sat,weekday,Mar,Cartoon Network,04 evening,00:02:11,05 extreme usage:>2 hrs,18,None,0,infant,1,1,None,None
809790,2016-01-20,2016-01-20,12:50:00,2016-01,Wed,weekday,Jan,Africa Magic,03 afternoon,00:10:56,05 extreme usage:>2 hrs,12,Limpopo,40,adult,1,1,male,black
809790,2016-01-21,2016-01-21,21:25:00,2016-01,Thu,weekday,Jan,CNN,04 evening,00:05:51,05 extreme usage:>2 hrs,21,Limpopo,40,adult,1,1,male,black
809790,2016-01-19,2016-01-19,10:18:00,2016-01,Tue,weekday,Jan,Africa Magic,02 morning,00:05:50,05 extreme usage:>2 hrs,10,Limpopo,40,adult,1,1,male,black
809790,2016-01-19,2016-01-19,00:06:00,2016-01,Tue,weekday,Jan,SuperSport Blitz,01 midnight,00:02:14,05 extreme usage:>2 hrs,0,Limpopo,40,adult,1,1,male,black
809790,2016-02-09,2016-02-09,02:10:00,2016-02,Tue,weekday,Feb,Africa Magic,01 midnight,00:04:33,05 extreme usage:>2 hrs,2,Limpopo,40,adult,1,1,male,black
821362,2016-01-05,2016-01-05,15:09:00,2016-01,Tue,weekday,Jan,Cartoon Network,03 afternoon,00:06:53,05 extreme usage:>2 hrs,15,Eastern Cape,40,adult,1,1,male,white
821362,2016-01-23,2016-01-23,09:29:00,2016-01,Sat,weekday,Jan,Supersport Live Events,02 morning,01:00:32,05 extreme usage:>2 hrs,9,Eastern Cape,40,adult,1,1,male,white
1107686,2016-03-05,2016-03-05,15:04:00,2016-03,Sat,weekday,Mar,Cartoon Network,03 afternoon,00:01:26,05 extreme usage:>2 hrs,15,Free State,30,youth,1,1,male,white
603558,2016-01-08,2016-01-08,17:46:00,2016-01,Fri,weekday,Jan,Supersport Live Events,03 afternoon,00:02:06,05 extreme usage:>2 hrs,17,Gauteng,50,adult,1,1,male,black
2421592,2016-02-24,2016-02-24,10:38:00,2016-02,Wed,weekday,Feb,ICC Cricket World Cup 2011,02 morning,00:04:20,05 extreme usage:>2 hrs,10,Gauteng,30,youth,1,1,female,indian_asian
867044,2016-03-04,2016-03-04,13:10:00,2016-03,Fri,weekday,Mar,SuperSport Blitz,03 afternoon,00:07:22,05 extreme usage:>2 hrs,13,Gauteng,36,adult,1,1,male,white
867044,2016-03-04,2016-03-04,06:27:00,2016-03,Fri,weekday,Mar,ICC Cricket World Cup 2011,02 morning,00:03:58,05 extreme usage:>2 hrs,6,Gauteng,36,adult,1,1,male,white
867044,2016-03-04,2016-03-04,07:20:00,2016-03,Fri,weekday,Mar,Supersport Live Events,02 morning,00:05:58,05 extreme usage:>2 hrs,7,Gauteng,36,adult,1,1,male,white
867044,2016-03-29,2016-03-29,14:22:00,2016-03,Tue,weekday,Mar,ICC Cricket World Cup 2011,03 afternoon,00:04:42,05 extreme usage:>2 hrs,14,Gauteng,36,adult,1,1,male,white
867044,2016-03-29,2016-03-29,15:04:00,2016-03,Tue,weekday,Mar,ICC Cricket World Cup 2011,03 afternoon,00:01:16,05 extreme usage:>2 hrs,15,Gauteng,36,adult,1,1,male,white
2000285,2016-03-03,2016-03-03,14:57:00,2016-03,Thu,weekday,Mar,Supersport Live Events,03 afternoon,00:02:22,05 extreme usage:>2 hrs,14,Gauteng,30,youth,1,1,male,white
2000285,2016-03-04,2016-03-04,06:56:00,2016-03,Fri,weekday,Mar,ICC Cricket World Cup 2011,02 morning,00:02:12,05 extreme usage:>2 hrs,6,Gauteng,30,youth,1,1,male,white
819771,2016-02-27,2016-02-27,05:30:00,2016-02,Sat,weekday,Feb,E! Entertainment,01 midnight,00:03:22,05 extreme usage:>2 hrs,5,Gauteng,37,adult,1,1,male,black
789474,2016-01-23,2016-01-23,04:49:00,2016-01,Sat,weekday,Jan,SuperSport Blitz,01 midnight,00:33:38,05 extreme usage:>2 hrs,4,Eastern Cape,48,adult,1,1,male,None
794238,2016-03-13,2016-03-13,18:57:00,2016-03,Sun,weekday,Mar,SuperSport Blitz,04 evening,00:01:30,05 extreme usage:>2 hrs,18,Mpumalanga,24,youth,1,1,male,white
794238,2016-03-14,2016-03-14,12:27:00,2016-03,Mon,weekday,Mar,Trace TV,03 afternoon,00:09:03,05 extreme usage:>2 hrs,12,Mpumalanga,24,youth,1,1,male,white
794238,2016-03-14,2016-03-14,16:23:00,2016-03,Mon,weekday,Mar,E! Entertainment,03 afternoon,00:20:32,05 extreme usage:>2 hrs,16,Mpumalanga,24,youth,1,1,male,white
457259,2016-01-12,2016-01-12,08:11:00,2016-01,Tue,weekday,Jan,Channel O,02 morning,00:28:48,05 extreme usage:>2 hrs,8,None,0,infant,1,1,None,None
930928,2016-03-30,2016-03-30,22:58:00,2016-03,Wed,weekday,Mar,CNN,04 evening,00:04:58,05 extreme usage:>2 hrs,22,Gauteng,24,youth,1,1,male,indian_asian
930928,2016-03-30,2016-03-30,08:41:00,2016-03,Wed,weekday,Mar,ICC Cricket World Cup 2011,02 morning,00:00:00,05 extreme usage:>2 hrs,8,Gauteng,24,youth,1,1,male,indian_asian
832622,2016-02-28,2016-02-28,11:17:00,2016-02,Sun,weekday,Feb,Cartoon Network,02 morning,00:03:57,05 extreme usage:>2 hrs,11,Eastern Cape,22,youth,1,1,male,None
832622,2016-02-28,2016-02-28,17:41:00,2016-02,Sun,weekday,Feb,Trace TV,03 afternoon,00:02:39,05 extreme usage:>2 hrs,17,Eastern Cape,22,youth,1,1,male,None
832622,2016-02-28,2016-02-28,13:32:00,2016-02,Sun,weekday,Feb,Channel O,03 afternoon,00:00:42,05 extreme usage:>2 hrs,13,Eastern Cape,22,youth,1,1,male,None
832622,2016-02-28,2016-02-28,19:53:00,2016-02,Sun,weekday,Feb,Boomerang,04 evening,00:03:39,05 extreme usage:>2 hrs,19,Eastern Cape,22,youth,1,1,male,None
832622,2016-03-01,2016-03-01,19:17:00,2016-03,Tue,weekday,Mar,Channel O,04 evening,00:00:03,05 extreme usage:>2 hrs,19,Eastern Cape,22,youth,1,1,male,None
50671,2016-03-27,2016-03-27,20:31:00,2016-03,Sun,weekday,Mar,Cartoon Network,04 evening,00:00:00,05 extreme usage:>2 hrs,20,Kwazulu Natal,51,elder,1,1,male,indian_asian
2369809,2016-03-10,2016-03-10,13:06:00,2016-03,Thu,weekday,Mar,Trace TV,03 afternoon,00:02:09,05 extreme usage:>2 hrs,13,Kwazulu Natal,28,youth,1,1,male,other
789476,2016-01-15,2016-01-15,09:06:00,2016-01,Fri,weekday,Jan,CNN,02 morning,00:00:15,05 extreme usage:>2 hrs,9,Limpopo,40,adult,1,1,male,white
789476,2016-01-22,2016-01-22,15:55:00,2016-01,Fri,weekday,Jan,Supersport Live Events,03 afternoon,00:00:00,05 extreme usage:>2 hrs,15,Limpopo,40,adult,1,1,male,white
789476,2016-01-30,2016-01-30,17:44:00,2016-01,Sat,weekday,Jan,SawSee,03 afternoon,00:00:35,05 extreme usage:>2 hrs,17,Limpopo,40,adult,1,1,male,white
789476,2016-02-12,2016-02-12,12:57:00,2016-02,Fri,weekday,Feb,Supersport Live Events,03 afternoon,00:01:40,05 extreme usage:>2 hrs,12,Limpopo,40,adult,1,1,male,white
789477,2016-02-05,2016-02-05,08:36:00,2016-02,Fri,weekday,Feb,Boomerang,02 morning,01:04:43,05 extreme usage:>2 hrs,8,Kwazulu Natal,40,adult,1,1,male,black
821371,2016-02-27,2016-02-27,20:25:00,2016-02,Sat,weekday,Feb,Channel O,04 evening,00:13:42,05 extreme usage:>2 hrs,20,Eastern Cape,113,pensioner,1,1,female,None
821371,2016-02-28,2016-02-28,09:46:00,2016-02,Sun,weekday,Feb,Africa Magic,02 morning,00:00:08,05 extreme usage:>2 hrs,9,Eastern Cape,113,pensioner,1,1,female,None
809795,2016-02-20,2016-02-20,14:15:00,2016-02,Sat,weekday,Feb,Boomerang,03 afternoon,00:01:37,05 extreme usage:>2 hrs,14,Kwazulu Natal,24,youth,1,1,male,coloured
