SUBID,month_id,watch_date,watch_time,month,day_name,day_type,month_Name,Tv_Channel,Time_of_day,Duration,Usage_level,hour_of_day,Region,Age,Age_Group,Email_flag,Social_Media_flag,Gender,Race
903994,2016-01-04,2016-01-04,18:09:00,2016-01,Mon,weekday,Jan,Trace TV,04 evening,00:02:00,05 extreme usage:>2 hrs,18,Western Cape,33,youth,1,1,male,coloured
802352,2016-03-30,2016-03-30,09:04:00,2016-03,Wed,weekday,Mar,ICC Cricket World Cup 2011,02 morning,00:10:06,05 extreme usage:>2 hrs,9,None,0,infant,1,1,None,None
866125,2016-03-30,2016-03-30,17:01:00,2016-03,Wed,weekday,Mar,ICC Cricket World Cup 2011,03 afternoon,00:00:42,05 extreme usage:>2 hrs,17,Gauteng,30,youth,1,1,male,indian_asian
2425604,2016-03-25,2016-03-25,15:23:00,2016-03,Fri,weekday,Mar,ICC Cricket World Cup 2011,03 afternoon,00:00:10,05 extreme usage:>2 hrs,15,Gauteng,51,elder,1,1,female,white
793571,2016-02-02,2016-02-02,17:18:00,2016-02,Tue,weekday,Feb,SawSee,03 afternoon,00:01:33,05 extreme usage:>2 hrs,17,Eastern Cape,9,child,1,1,female,white
793571,2016-03-18,2016-03-18,16:56:00,2016-03,Fri,weekday,Mar,Boomerang,03 afternoon,00:00:10,05 extreme usage:>2 hrs,16,Eastern Cape,9,child,1,1,female,white
793571,2016-03-20,2016-03-20,04:25:00,2016-03,Sun,weekday,Mar,Channel O,01 midnight,00:17:15,05 extreme usage:>2 hrs,4,Eastern Cape,9,child,1,1,female,white
793571,2016-02-03,2016-02-03,06:43:00,2016-02,Wed,weekday,Feb,Boomerang,02 morning,00:01:13,05 extreme usage:>2 hrs,6,Eastern Cape,9,child,1,1,female,white
819248,2016-03-31,2016-03-31,10:01:00,2016-03,Thu,weekday,Mar,Channel O,02 morning,00:04:45,05 extreme usage:>2 hrs,10,None,0,infant,1,1,None,None
820321,2016-01-09,2016-01-09,08:25:00,2016-01,Sat,weekday,Jan,Cartoon Network,02 morning,00:00:40,05 extreme usage:>2 hrs,8,Kwazulu Natal,26,youth,1,1,male,indian_asian
892453,2016-03-24,2016-03-24,09:09:00,2016-03,Thu,weekday,Mar,Supersport Live Events,02 morning,00:00:06,05 extreme usage:>2 hrs,9,Gauteng,34,youth,1,1,male,indian_asian
892453,2016-03-26,2016-03-26,15:33:00,2016-03,Sat,weekday,Mar,ICC Cricket World Cup 2011,03 afternoon,05:01:12,05 extreme usage:>2 hrs,15,Gauteng,34,youth,1,1,male,indian_asian
828799,2016-02-28,2016-02-28,08:09:00,2016-02,Sun,weekday,Feb,Channel O,02 morning,00:00:00,05 extreme usage:>2 hrs,8,Mpumalanga,38,adult,1,1,male,None
787656,2016-02-15,2016-02-15,08:40:00,2016-02,Mon,weekday,Feb,Channel O,02 morning,00:11:15,05 extreme usage:>2 hrs,8,Gauteng,26,youth,1,1,male,black
939566,2016-01-09,2016-01-09,15:40:00,2016-01,Sat,weekday,Jan,Supersport Live Events,03 afternoon,00:22:02,05 extreme usage:>2 hrs,15,Mpumalanga,29,youth,1,1,male,None
771778,2016-02-05,2016-02-05,13:47:00,2016-02,Fri,weekday,Feb,Supersport Live Events,03 afternoon,00:04:12,05 extreme usage:>2 hrs,13,Eastern Cape,21,youth,1,1,male,black
808915,2016-02-20,2016-02-20,05:34:00,2016-02,Sat,weekday,Feb,SuperSport Blitz,01 midnight,00:01:14,05 extreme usage:>2 hrs,5,Kwazulu Natal,37,adult,1,1,male,black
808915,2016-02-21,2016-02-21,13:45:00,2016-02,Sun,weekday,Feb,Supersport Live Events,03 afternoon,00:00:50,05 extreme usage:>2 hrs,13,Kwazulu Natal,37,adult,1,1,male,black
808916,2016-02-19,2016-02-19,11:03:00,2016-02,Fri,weekday,Feb,E! Entertainment,02 morning,00:01:42,05 extreme usage:>2 hrs,11,Western Cape,43,adult,1,1,male,None
808916,2016-02-19,2016-02-19,20:15:00,2016-02,Fri,weekday,Feb,Boomerang,04 evening,00:00:00,05 extreme usage:>2 hrs,20,Western Cape,43,adult,1,1,male,None
831679,2016-03-01,2016-03-01,03:17:00,2016-03,Tue,weekday,Mar,Supersport Live Events,01 midnight,00:00:50,05 extreme usage:>2 hrs,3,Gauteng,27,youth,1,1,male,coloured
808917,2016-02-27,2016-02-27,18:13:00,2016-02,Sat,weekday,Feb,Break in transmission,04 evening,00:00:26,05 extreme usage:>2 hrs,18,Gauteng,34,youth,1,1,male,black
808917,2016-02-28,2016-02-28,20:20:00,2016-02,Sun,weekday,Feb,Supersport Live Events,04 evening,00:00:24,05 extreme usage:>2 hrs,20,Gauteng,34,youth,1,1,male,black
939570,2016-03-30,2016-03-30,23:52:00,2016-03,Wed,weekday,Mar,kykNET,04 evening,00:01:24,05 extreme usage:>2 hrs,23,Gauteng,22,youth,1,1,male,None
880213,2016-03-30,2016-03-30,19:13:00,2016-03,Wed,weekday,Mar,Africa Magic,04 evening,00:00:11,05 extreme usage:>2 hrs,19,Gauteng,33,youth,1,1,male,indian_asian
2255459,2016-03-09,2016-03-09,08:51:00,2016-03,Wed,weekday,Mar,SawSee,02 morning,00:00:15,05 extreme usage:>2 hrs,8,Mpumalanga,22,youth,1,1,male,black
2255459,2016-03-29,2016-03-29,02:23:00,2016-03,Tue,weekday,Mar,Channel O,01 midnight,00:07:54,05 extreme usage:>2 hrs,2,Mpumalanga,22,youth,1,1,male,black
808921,2016-03-02,2016-03-02,06:01:00,2016-03,Wed,weekday,Mar,Trace TV,02 morning,00:18:27,05 extreme usage:>2 hrs,6,Mpumalanga,24,youth,1,1,male,black
808921,2016-03-06,2016-03-06,15:58:00,2016-03,Sun,weekday,Mar,Channel O,03 afternoon,00:00:48,05 extreme usage:>2 hrs,15,Mpumalanga,24,youth,1,1,male,black
831683,2016-02-25,2016-02-25,19:48:00,2016-02,Thu,weekday,Feb,CNN,04 evening,00:00:42,05 extreme usage:>2 hrs,19,Kwazulu Natal,36,adult,1,1,male,indian_asian
831683,2016-02-25,2016-02-25,15:59:00,2016-02,Thu,weekday,Feb,Africa Magic,03 afternoon,00:00:00,05 extreme usage:>2 hrs,15,Kwazulu Natal,36,adult,1,1,male,indian_asian
831683,2016-03-04,2016-03-04,07:21:00,2016-03,Fri,weekday,Mar,ICC Cricket World Cup 2011,02 morning,00:00:00,05 extreme usage:>2 hrs,7,Kwazulu Natal,36,adult,1,1,male,indian_asian
761775,2016-02-04,2016-02-04,14:12:00,2016-02,Thu,weekday,Feb,Cartoon Network,03 afternoon,00:02:15,05 extreme usage:>2 hrs,14,Gauteng,24,youth,1,1,male,None
761775,2016-01-25,2016-01-25,15:59:00,2016-01,Mon,weekday,Jan,SuperSport Blitz,03 afternoon,00:01:14,05 extreme usage:>2 hrs,15,Gauteng,24,youth,1,1,male,None
866131,2016-03-07,2016-03-07,17:16:00,2016-03,Mon,weekday,Mar,Boomerang,03 afternoon,00:00:03,05 extreme usage:>2 hrs,17,Western Cape,44,adult,1,1,male,black
904019,2016-03-29,2016-03-29,16:03:00,2016-03,Tue,weekday,Mar,Africa Magic,03 afternoon,00:14:57,05 extreme usage:>2 hrs,16,Gauteng,25,youth,1,1,female,black
939575,2016-03-10,2016-03-10,21:30:00,2016-03,Thu,weekday,Mar,Africa Magic,04 evening,00:01:22,05 extreme usage:>2 hrs,21,Gauteng,25,youth,1,1,male,black
808923,2016-02-21,2016-02-21,18:03:00,2016-02,Sun,weekday,Feb,SuperSport Blitz,04 evening,00:01:12,05 extreme usage:>2 hrs,18,Eastern Cape,23,youth,1,1,male,other
808923,2016-02-17,2016-02-17,18:45:00,2016-02,Wed,weekday,Feb,Trace TV,04 evening,00:13:21,05 extreme usage:>2 hrs,18,Eastern Cape,23,youth,1,1,male,other
933014,2016-03-31,2016-03-31,23:24:00,2016-03,Thu,weekday,Mar,Boomerang,04 evening,00:00:00,05 extreme usage:>2 hrs,23,Limpopo,19,teenager,1,1,male,black
892461,2016-03-12,2016-03-12,08:24:00,2016-03,Sat,weekday,Mar,SawSee,02 morning,00:01:18,05 extreme usage:>2 hrs,8,Kwazulu Natal,30,youth,1,1,male,indian_asian
892461,2016-03-09,2016-03-09,03:54:00,2016-03,Wed,weekday,Mar,SawSee,01 midnight,00:00:00,05 extreme usage:>2 hrs,3,Kwazulu Natal,30,youth,1,1,male,indian_asian
2255463,2016-03-31,2016-03-31,13:17:00,2016-03,Thu,weekday,Mar,Boomerang,03 afternoon,00:00:54,05 extreme usage:>2 hrs,13,Gauteng,43,adult,1,1,male,black
808926,2016-02-19,2016-02-19,07:20:00,2016-02,Fri,weekday,Feb,Supersport Live Events,02 morning,01:29:08,05 extreme usage:>2 hrs,7,Western Cape,22,youth,1,1,male,coloured
808926,2016-02-21,2016-02-21,06:27:00,2016-02,Sun,weekday,Feb,Channel O,02 morning,00:01:48,05 extreme usage:>2 hrs,6,Western Cape,22,youth,1,1,male,coloured
808926,2016-02-02,2016-02-02,10:17:00,2016-02,Tue,weekday,Feb,Trace TV,02 morning,00:01:06,05 extreme usage:>2 hrs,10,Western Cape,22,youth,1,1,male,coloured
808926,2016-02-25,2016-02-25,06:38:00,2016-02,Thu,weekday,Feb,Supersport Live Events,02 morning,00:03:14,05 extreme usage:>2 hrs,6,Western Cape,22,youth,1,1,male,coloured
808926,2016-02-18,2016-02-18,12:00:00,2016-02,Thu,weekday,Feb,Cartoon Network,03 afternoon,00:21:11,05 extreme usage:>2 hrs,12,Western Cape,22,youth,1,1,male,coloured
771783,2016-02-01,2016-02-01,12:51:00,2016-02,Mon,weekday,Feb,Trace TV,03 afternoon,00:04:45,05 extreme usage:>2 hrs,12,Gauteng,23,youth,1,1,male,indian_asian
771783,2016-01-30,2016-01-30,21:43:00,2016-01,Sat,weekday,Jan,SawSee,04 evening,00:00:13,05 extreme usage:>2 hrs,21,Gauteng,23,youth,1,1,male,indian_asian
2368357,2016-03-02,2016-03-02,12:32:00,2016-03,Wed,weekday,Mar,SuperSport Blitz,03 afternoon,00:03:52,05 extreme usage:>2 hrs,12,Gauteng,37,adult,1,1,male,black
2368357,2016-03-08,2016-03-08,10:46:00,2016-03,Tue,weekday,Mar,Supersport Live Events,02 morning,00:00:56,05 extreme usage:>2 hrs,10,Gauteng,37,adult,1,1,male,black
2368357,2016-03-08,2016-03-08,15:28:00,2016-03,Tue,weekday,Mar,Cartoon Network,03 afternoon,00:00:00,05 extreme usage:>2 hrs,15,Gauteng,37,adult,1,1,male,black
2368357,2016-03-08,2016-03-08,15:28:00,2016-03,Tue,weekday,Mar,Trace TV,03 afternoon,00:00:00,05 extreme usage:>2 hrs,15,Gauteng,37,adult,1,1,male,black
788616,2016-01-27,2016-01-27,12:03:00,2016-01,Wed,weekday,Jan,SuperSport Blitz,03 afternoon,00:00:06,05 extreme usage:>2 hrs,12,Gauteng,44,adult,1,1,female,black
771785,2016-02-28,2016-02-28,16:53:00,2016-02,Sun,weekday,Feb,ICC Cricket World Cup 2011,03 afternoon,00:00:46,05 extreme usage:>2 hrs,16,Gauteng,43,adult,1,1,male,black
630977,2016-01-16,2016-01-16,09:52:00,2016-01,Sat,weekday,Jan,Trace TV,02 morning,00:00:15,05 extreme usage:>2 hrs,9,Gauteng,28,youth,1,1,male,coloured
808928,2016-02-13,2016-02-13,19:35:00,2016-02,Sat,weekday,Feb,Channel O,04 evening,00:05:30,05 extreme usage:>2 hrs,19,Gauteng,35,youth,1,1,male,black
808928,2016-03-01,2016-03-01,12:15:00,2016-03,Tue,weekday,Mar,ICC Cricket World Cup 2011,03 afternoon,00:00:00,05 extreme usage:>2 hrs,12,Gauteng,35,youth,1,1,male,black
831694,2016-03-01,2016-03-01,22:07:00,2016-03,Tue,weekday,Mar,Africa Magic,04 evening,00:00:02,05 extreme usage:>2 hrs,22,Limpopo,25,youth,1,1,male,None
808929,2016-01-11,2016-01-11,18:18:00,2016-01,Mon,weekday,Jan,Africa Magic,04 evening,00:00:57,05 extreme usage:>2 hrs,18,Eastern Cape,32,youth,1,1,female,black
808929,2016-01-24,2016-01-24,18:35:00,2016-01,Sun,weekday,Jan,Cartoon Network,04 evening,01:32:32,05 extreme usage:>2 hrs,18,Eastern Cape,32,youth,1,1,female,black
892465,2016-03-13,2016-03-13,18:39:00,2016-03,Sun,weekday,Mar,Cartoon Network,04 evening,00:02:31,05 extreme usage:>2 hrs,18,Gauteng,36,adult,1,1,male,black
892465,2016-03-14,2016-03-14,10:38:00,2016-03,Mon,weekday,Mar,Channel O,02 morning,00:00:36,05 extreme usage:>2 hrs,10,Gauteng,36,adult,1,1,male,black
892465,2016-03-18,2016-03-18,14:04:00,2016-03,Fri,weekday,Mar,CNN,03 afternoon,00:00:37,05 extreme usage:>2 hrs,14,Gauteng,36,adult,1,1,male,black
892465,2016-03-19,2016-03-19,07:23:00,2016-03,Sat,weekday,Mar,Vuzu,02 morning,00:00:20,05 extreme usage:>2 hrs,7,Gauteng,36,adult,1,1,male,black
892465,2016-03-31,2016-03-31,10:45:00,2016-03,Thu,weekday,Mar,Africa Magic,02 morning,00:00:08,05 extreme usage:>2 hrs,10,Gauteng,36,adult,1,1,male,black
892465,2016-03-30,2016-03-30,14:13:00,2016-03,Wed,weekday,Mar,Africa Magic,03 afternoon,00:00:26,05 extreme usage:>2 hrs,14,Gauteng,36,adult,1,1,male,black
820335,2016-03-08,2016-03-08,09:19:00,2016-03,Tue,weekday,Mar,ICC Cricket World Cup 2011,02 morning,00:22:56,05 extreme usage:>2 hrs,9,Gauteng,17,teenager,1,1,male,indian_asian
820335,2016-03-19,2016-03-19,05:10:00,2016-03,Sat,weekday,Mar,Cartoon Network,01 midnight,00:00:06,05 extreme usage:>2 hrs,5,Gauteng,17,teenager,1,1,male,indian_asian
820335,2016-03-12,2016-03-12,09:38:00,2016-03,Sat,weekday,Mar,ICC Cricket World Cup 2011,02 morning,00:00:38,05 extreme usage:>2 hrs,9,Gauteng,17,teenager,1,1,male,indian_asian
820335,2016-03-12,2016-03-12,09:48:00,2016-03,Sat,weekday,Mar,ICC Cricket World Cup 2011,02 morning,00:01:52,05 extreme usage:>2 hrs,9,Gauteng,17,teenager,1,1,male,indian_asian
820335,2016-03-09,2016-03-09,13:14:00,2016-03,Wed,weekday,Mar,ICC Cricket World Cup 2011,03 afternoon,00:27:16,05 extreme usage:>2 hrs,13,Gauteng,17,teenager,1,1,male,indian_asian
820335,2016-03-26,2016-03-26,12:44:00,2016-03,Sat,weekday,Mar,ICC Cricket World Cup 2011,03 afternoon,00:04:22,05 extreme usage:>2 hrs,12,Gauteng,17,teenager,1,1,male,indian_asian
830836,2016-03-02,2016-03-02,11:07:00,2016-03,Wed,weekday,Mar,Boomerang,02 morning,00:00:07,05 extreme usage:>2 hrs,11,Free State,21,youth,1,1,male,None
770963,2016-03-24,2016-03-24,09:45:00,2016-03,Thu,weekday,Mar,Supersport Live Events,02 morning,00:23:04,05 extreme usage:>2 hrs,9,None,0,infant,1,1,None,None
770963,2016-02-25,2016-02-25,09:28:00,2016-02,Thu,weekday,Feb,ICC Cricket World Cup 2011,02 morning,00:06:10,05 extreme usage:>2 hrs,9,None,0,infant,1,1,None,None
904035,2016-03-29,2016-03-29,19:34:00,2016-03,Tue,weekday,Mar,E! Entertainment,04 evening,00:05:42,05 extreme usage:>2 hrs,19,Gauteng,23,youth,1,1,male,black
868888,2016-03-30,2016-03-30,11:55:00,2016-03,Wed,weekday,Mar,ICC Cricket World Cup 2011,02 morning,00:06:54,05 extreme usage:>2 hrs,11,Gauteng,21,youth,1,1,male,indian_asian
808930,2016-02-22,2016-02-22,08:29:00,2016-02,Mon,weekday,Feb,Supersport Live Events,02 morning,00:01:28,05 extreme usage:>2 hrs,8,Limpopo,35,youth,1,1,male,indian_asian
808930,2016-03-02,2016-03-02,09:38:00,2016-03,Wed,weekday,Mar,ICC Cricket World Cup 2011,02 morning,00:04:30,05 extreme usage:>2 hrs,9,Limpopo,35,youth,1,1,male,indian_asian
808930,2016-03-11,2016-03-11,08:40:00,2016-03,Fri,weekday,Mar,ICC Cricket World Cup 2011,02 morning,00:00:00,05 extreme usage:>2 hrs,8,Limpopo,35,youth,1,1,male,indian_asian
808930,2016-02-24,2016-02-24,11:23:00,2016-02,Wed,weekday,Feb,ICC Cricket World Cup 2011,02 morning,00:03:56,05 extreme usage:>2 hrs,11,Limpopo,35,youth,1,1,male,indian_asian
808930,2016-02-24,2016-02-24,08:33:00,2016-02,Wed,weekday,Feb,ICC Cricket World Cup 2011,02 morning,00:03:44,05 extreme usage:>2 hrs,8,Limpopo,35,youth,1,1,male,indian_asian
808930,2016-02-27,2016-02-27,17:11:00,2016-02,Sat,weekday,Feb,Supersport Live Events,03 afternoon,00:00:28,05 extreme usage:>2 hrs,17,Limpopo,35,youth,1,1,male,indian_asian
808930,2016-02-23,2016-02-23,15:26:00,2016-02,Tue,weekday,Feb,ICC Cricket World Cup 2011,03 afternoon,00:00:08,05 extreme usage:>2 hrs,15,Limpopo,35,youth,1,1,male,indian_asian
808930,2016-03-30,2016-03-30,12:19:00,2016-03,Wed,weekday,Mar,ICC Cricket World Cup 2011,03 afternoon,00:23:08,05 extreme usage:>2 hrs,12,Limpopo,35,youth,1,1,male,indian_asian
879414,2016-03-31,2016-03-31,21:19:00,2016-03,Thu,weekday,Mar,CNN,04 evening,00:00:52,05 extreme usage:>2 hrs,21,Western Cape,30,youth,1,1,male,coloured
771791,2016-03-14,2016-03-14,11:51:00,2016-03,Mon,weekday,Mar,Channel O,02 morning,00:02:54,05 extreme usage:>2 hrs,11,Gauteng,34,youth,1,1,male,black
771791,2016-03-06,2016-03-06,05:02:00,2016-03,Sun,weekday,Mar,M-Net,01 midnight,00:01:43,05 extreme usage:>2 hrs,5,Gauteng,34,youth,1,1,male,black
819259,2016-02-26,2016-02-26,15:53:00,2016-02,Fri,weekday,Feb,Supersport Live Events,03 afternoon,00:01:44,05 extreme usage:>2 hrs,15,Western Cape,10,child,1,1,female,white
2285528,2016-03-15,2016-03-15,10:20:00,2016-03,Tue,weekday,Mar,ICC Cricket World Cup 2011,02 morning,00:53:50,05 extreme usage:>2 hrs,10,Western Cape,26,youth,1,1,male,None
868892,2016-03-12,2016-03-12,14:47:00,2016-03,Sat,weekday,Mar,Trace TV,03 afternoon,00:05:54,05 extreme usage:>2 hrs,14,Gauteng,20,youth,1,1,male,black
808971,2016-02-08,2016-02-08,10:45:00,2016-02,Mon,weekday,Feb,Boomerang,02 morning,00:00:14,05 extreme usage:>2 hrs,10,Gauteng,36,adult,1,1,male,black
868892,2016-03-10,2016-03-10,10:50:00,2016-03,Thu,weekday,Mar,Channel O,02 morning,00:01:42,05 extreme usage:>2 hrs,10,Gauteng,20,youth,1,1,male,black
866251,2016-03-10,2016-03-10,19:13:00,2016-03,Thu,weekday,Mar,Boomerang,04 evening,00:04:31,05 extreme usage:>2 hrs,19,Gauteng,30,youth,1,1,male,black
779369,2016-02-11,2016-02-11,19:35:00,2016-02,Thu,weekday,Feb,CNN,04 evening,00:20:39,05 extreme usage:>2 hrs,19,Gauteng,36,adult,1,1,male,black
779369,2016-01-20,2016-01-20,05:20:00,2016-01,Wed,weekday,Jan,E! Entertainment,01 midnight,00:06:16,05 extreme usage:>2 hrs,5,Gauteng,36,adult,1,1,male,black
779369,2016-01-18,2016-01-18,13:06:00,2016-01,Mon,weekday,Jan,CNN,03 afternoon,00:13:19,05 extreme usage:>2 hrs,13,Gauteng,36,adult,1,1,male,black
1281997,2016-02-20,2016-02-20,16:51:00,2016-02,Sat,weekday,Feb,Cartoon Network,03 afternoon,00:00:35,05 extreme usage:>2 hrs,16,Free State,14,teenager,1,1,female,coloured
615057,2016-01-10,2016-01-10,07:34:00,2016-01,Sun,weekday,Jan,Channel O,02 morning,00:14:12,05 extreme usage:>2 hrs,7,Limpopo,25,youth,1,1,female,black
786055,2016-01-19,2016-01-19,18:42:00,2016-01,Tue,weekday,Jan,Channel O,04 evening,00:01:03,05 extreme usage:>2 hrs,18,Gauteng,25,youth,1,1,female,white
786055,2016-01-18,2016-01-18,17:49:00,2016-01,Mon,weekday,Jan,DStv Events 1,03 afternoon,00:02:25,05 extreme usage:>2 hrs,17,Gauteng,25,youth,1,1,female,white
850656,2016-03-05,2016-03-05,21:12:00,2016-03,Sat,weekday,Mar,Africa Magic,04 evening,00:00:16,05 extreme usage:>2 hrs,21,Mpumalanga,26,youth,1,1,male,black
850656,2016-03-06,2016-03-06,05:25:00,2016-03,Sun,weekday,Mar,Channel O,01 midnight,00:00:00,05 extreme usage:>2 hrs,5,Mpumalanga,26,youth,1,1,male,black
850656,2016-03-06,2016-03-06,07:09:00,2016-03,Sun,weekday,Mar,Africa Magic,02 morning,00:00:00,05 extreme usage:>2 hrs,7,Mpumalanga,26,youth,1,1,male,black
2368365,2016-03-30,2016-03-30,11:17:00,2016-03,Wed,weekday,Mar,ICC Cricket World Cup 2011,02 morning,00:38:12,05 extreme usage:>2 hrs,11,Limpopo,27,youth,1,1,male,coloured
764296,2016-02-04,2016-02-04,08:42:00,2016-02,Thu,weekday,Feb,E! Entertainment,02 morning,00:02:26,05 extreme usage:>2 hrs,8,Western Cape,23,youth,1,1,male,coloured
764296,2016-02-01,2016-02-01,20:10:00,2016-02,Mon,weekday,Feb,Trace TV,04 evening,00:00:00,05 extreme usage:>2 hrs,20,Western Cape,23,youth,1,1,male,coloured
779373,2016-02-28,2016-02-28,05:58:00,2016-02,Sun,weekday,Feb,CNN,01 midnight,00:06:27,05 extreme usage:>2 hrs,5,Limpopo,40,adult,1,1,male,black
771793,2016-01-05,2016-01-05,21:33:00,2016-01,Tue,weekday,Jan,Supersport Live Events,04 evening,00:04:56,05 extreme usage:>2 hrs,21,Western Cape,40,adult,1,1,female,indian_asian
771793,2016-01-10,2016-01-10,04:43:00,2016-01,Sun,weekday,Jan,Supersport Live Events,01 midnight,00:00:00,05 extreme usage:>2 hrs,4,Western Cape,40,adult,1,1,female,indian_asian
771793,2016-02-18,2016-02-18,20:23:00,2016-02,Thu,weekday,Feb,Trace TV,04 evening,00:00:42,05 extreme usage:>2 hrs,20,Western Cape,40,adult,1,1,female,indian_asian
771793,2016-02-12,2016-02-12,00:38:00,2016-02,Fri,weekday,Feb,Trace TV,01 midnight,00:02:33,05 extreme usage:>2 hrs,0,Western Cape,40,adult,1,1,female,indian_asian
1106084,2016-03-22,2016-03-22,18:50:00,2016-03,Tue,weekday,Mar,Channel O,04 evening,00:11:39,05 extreme usage:>2 hrs,18,Gauteng,37,adult,1,1,male,black
1106084,2016-03-05,2016-03-05,17:30:00,2016-03,Sat,weekday,Mar,Supersport Live Events,03 afternoon,00:00:54,05 extreme usage:>2 hrs,17,Gauteng,37,adult,1,1,male,black
1106084,2016-03-06,2016-03-06,09:20:00,2016-03,Sun,weekday,Mar,ICC Cricket World Cup 2011,02 morning,00:11:24,05 extreme usage:>2 hrs,9,Gauteng,37,adult,1,1,male,black
1106084,2016-03-09,2016-03-09,04:54:00,2016-03,Wed,weekday,Mar,Trace TV,01 midnight,00:03:24,05 extreme usage:>2 hrs,4,Gauteng,37,adult,1,1,male,black
1106084,2016-03-09,2016-03-09,18:00:00,2016-03,Wed,weekday,Mar,Channel O,04 evening,00:04:39,05 extreme usage:>2 hrs,18,Gauteng,37,adult,1,1,male,black
868895,2016-03-14,2016-03-14,23:35:00,2016-03,Mon,weekday,Mar,Trace TV,04 evening,00:13:48,05 extreme usage:>2 hrs,23,Western Cape,23,youth,1,1,male,coloured
868895,2016-03-12,2016-03-12,12:18:00,2016-03,Sat,weekday,Mar,ICC Cricket World Cup 2011,03 afternoon,00:38:02,05 extreme usage:>2 hrs,12,Western Cape,23,youth,1,1,male,coloured
868895,2016-03-12,2016-03-12,12:19:00,2016-03,Sat,weekday,Mar,Trace TV,03 afternoon,00:01:09,05 extreme usage:>2 hrs,12,Western Cape,23,youth,1,1,male,coloured
868895,2016-03-16,2016-03-16,00:02:00,2016-03,Wed,weekday,Mar,ICC Cricket World Cup 2011,01 midnight,00:02:00,05 extreme usage:>2 hrs,0,Western Cape,23,youth,1,1,male,coloured
868895,2016-03-16,2016-03-16,00:14:00,2016-03,Wed,weekday,Mar,Channel O,01 midnight,00:03:18,05 extreme usage:>2 hrs,0,Western Cape,23,youth,1,1,male,coloured
808934,2016-03-24,2016-03-24,12:17:00,2016-03,Thu,weekday,Mar,Supersport Live Events,03 afternoon,00:12:40,05 extreme usage:>2 hrs,12,Kwazulu Natal,36,adult,1,1,male,indian_asian
808934,2016-03-11,2016-03-11,16:58:00,2016-03,Fri,weekday,Mar,Boomerang,03 afternoon,00:05:30,05 extreme usage:>2 hrs,16,Kwazulu Natal,36,adult,1,1,male,indian_asian
808934,2016-02-06,2016-02-06,06:56:00,2016-02,Sat,weekday,Feb,Supersport Live Events,02 morning,00:00:00,05 extreme usage:>2 hrs,6,Kwazulu Natal,36,adult,1,1,male,indian_asian
808934,2016-02-06,2016-02-06,10:38:00,2016-02,Sat,weekday,Feb,Trace TV,02 morning,00:04:03,05 extreme usage:>2 hrs,10,Kwazulu Natal,36,adult,1,1,male,indian_asian
808934,2016-02-06,2016-02-06,19:55:00,2016-02,Sat,weekday,Feb,Supersport Live Events,04 evening,00:03:38,05 extreme usage:>2 hrs,19,Kwazulu Natal,36,adult,1,1,male,indian_asian
808934,2016-03-06,2016-03-06,12:38:00,2016-03,Sun,weekday,Mar,Trace TV,03 afternoon,00:04:57,05 extreme usage:>2 hrs,12,Kwazulu Natal,36,adult,1,1,male,indian_asian
808934,2016-02-12,2016-02-12,17:16:00,2016-02,Fri,weekday,Feb,SuperSport Blitz,03 afternoon,00:02:42,05 extreme usage:>2 hrs,17,Kwazulu Natal,36,adult,1,1,male,indian_asian
808934,2016-03-06,2016-03-06,13:58:00,2016-03,Sun,weekday,Mar,Supersport Live Events,03 afternoon,00:01:02,05 extreme usage:>2 hrs,13,Kwazulu Natal,36,adult,1,1,male,indian_asian
808934,2016-03-06,2016-03-06,14:00:00,2016-03,Sun,weekday,Mar,Supersport Live Events,03 afternoon,00:01:38,05 extreme usage:>2 hrs,14,Kwazulu Natal,36,adult,1,1,male,indian_asian
808934,2016-03-27,2016-03-27,16:07:00,2016-03,Sun,weekday,Mar,Supersport Live Events,03 afternoon,00:01:30,05 extreme usage:>2 hrs,16,Kwazulu Natal,36,adult,1,1,male,indian_asian
939592,2016-03-27,2016-03-27,14:51:00,2016-03,Sun,weekday,Mar,Supersport Live Events,03 afternoon,00:17:32,05 extreme usage:>2 hrs,14,Western Cape,34,youth,1,1,male,coloured
771796,2016-02-05,2016-02-05,15:17:00,2016-02,Fri,weekday,Feb,SuperSport Blitz,03 afternoon,00:27:14,05 extreme usage:>2 hrs,15,Western Cape,35,youth,1,1,male,coloured
771796,2016-03-24,2016-03-24,10:46:00,2016-03,Thu,weekday,Mar,Supersport Live Events,02 morning,00:02:28,05 extreme usage:>2 hrs,10,Western Cape,35,youth,1,1,male,coloured
771796,2016-02-06,2016-02-06,16:10:00,2016-02,Sat,weekday,Feb,Channel O,03 afternoon,00:00:51,05 extreme usage:>2 hrs,16,Western Cape,35,youth,1,1,male,coloured
771796,2016-02-06,2016-02-06,16:18:00,2016-02,Sat,weekday,Feb,Supersport Live Events,03 afternoon,00:00:18,05 extreme usage:>2 hrs,16,Western Cape,35,youth,1,1,male,coloured
771796,2016-03-27,2016-03-27,16:58:00,2016-03,Sun,weekday,Mar,Supersport Live Events,03 afternoon,00:24:10,05 extreme usage:>2 hrs,16,Western Cape,35,youth,1,1,male,coloured
771796,2016-03-26,2016-03-26,17:00:00,2016-03,Sat,weekday,Mar,Supersport Live Events,03 afternoon,01:44:38,05 extreme usage:>2 hrs,17,Western Cape,35,youth,1,1,male,coloured
